step,timestamp_ns,experiment_time_s,reference_index,tick_dt_ms,solver_ms,px4_collective_command_newton,px4_collective_normalized,px4_thrust_body_z,state_raw_0,state_raw_1,state_raw_2,state_raw_3,state_raw_4,state_raw_5,state_raw_6,state_raw_7,state_raw_8,state_raw_9,state_raw_10,state_raw_11,state_raw_12,state_raw_13,state_raw_14,state_raw_15,state_raw_16,state_raw_17,state_used_0,state_used_1,state_used_2,state_used_3,state_used_4,state_used_5,state_used_6,state_used_7,state_used_8,state_used_9,state_used_10,state_used_11,state_used_12,state_used_13,state_used_14,state_used_15,state_used_16,state_used_17,control_raw_0,control_raw_1,control_raw_2,control_raw_3,control_used_0,control_used_1,control_used_2,control_used_3,reference_0,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17
0,1774985898457539746,0.0,0,0.0,0.6130869987828191,42.73950415090488,0.6893468411436271,-0.6893468411436271,-0.008785703219473362,0.001432943157851696,-0.05552104115486145,-0.005654213018715382,0.011442743241786957,-0.008501608856022358,0.9946765622542173,-0.10304363306984232,0.0008162875347754641,0.10304408213225669,0.9946767102677925,-0.0005285147596713041,-0.0007574821062863602,0.0006098147663645085,0.9999995271733186,0.00020527889137156308,0.0008477552328258753,0.0008505516452714801,-0.008785703219473362,0.001432943157851696,-0.05552104115486145,-0.005654213018715382,0.011442743241786957,-0.008501608856022358,0.9946765622542173,-0.10304363306984232,0.0008162875347754641,0.10304408213225669,0.9946767102677925,-0.0005285147596713041,-0.0007574821062863602,0.0006098147663645085,0.9999995271733186,0.00020527889137156308,0.0008477552328258753,0.0008505516452714801,42.73950415090488,0.0036424092366021924,0.004090847353949635,-0.00041499365115417,42.73950415090488,0.0036424092366021924,0.004090847353949635,-0.00041499365115417,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1774985898467467029,0.009927283,9,9.927283,0.4588089977914933,42.74243149638673,0.6893940563933343,-0.6893940563933343,-0.009143897332251072,0.0015233150916174054,-0.05562630295753479,-0.005952781997621059,0.011538680642843246,-0.008524364791810513,0.9946787358332047,-0.1030227409635025,0.000826657382782506,0.10302319747444466,0.9946788908705314,-0.0005299769609013218,-0.0007676589526648854,0.0006123215984990852,0.9999995178809141,-0.000614493153989315,-0.0005860893288627267,0.00045410756138153374,-0.009143897332251072,0.0015233150916174054,-0.05562630295753479,-0.005952781997621059,0.011538680642843246,-0.008524364791810513,0.9946787358332047,-0.1030227409635025,0.000826657382782506,0.10302319747444466,0.9946788908705314,-0.0005299769609013218,-0.0007676589526648854,0.0006123215984990852,0.9999995178809141,-0.000614493153989315,-0.0005860893288627267,0.00045410756138153374,42.74243149638673,0.0038706270253930784,0.004583815979809237,-0.0003723051082720605,42.74243149638673,0.0038706270253930784,0.004583815979809237,-0.0003723051082720605,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,1774985898477486617,0.019946871,19,10.019588,0.4779619994224049,42.74496802482978,0.6894349681424158,-0.6894349681424158,-0.009498239494860172,0.0016143083339557052,-0.05573029816150665,-0.006251710467040539,0.011622253805398941,-0.008518997579813004,0.9946807533924733,-0.10300309044535338,0.0008512837485467259,0.10300356124500731,0.9946809282799756,-0.0005289439799164332,-0.0007922728252334164,0.0006138155462565784,0.9999994977670337,0.0002174710825784132,-0.0006783910794183612,0.00019069714471697807,-0.009498239494860172,0.0016143083339557052,-0.05573029816150665,-0.006251710467040539,0.011622253805398941,-0.008518997579813004,0.9946807533924733,-0.10300309044535338,0.0008512837485467259,0.10300356124500731,0.9946809282799756,-0.0005289439799164332,-0.0007922728252334164,0.0006138155462565784,0.9999994977670337,0.0002174710825784132,-0.0006783910794183612,0.00019069714471697807,42.74496802482978,0.0036773702794422308,0.004776339198810519,-0.0003485767526069631,42.74496802482978,0.0036773702794422308,0.004776339198810519,-0.0003485767526069631,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,1774985898487553854,0.030014108,30,10.067237,0.32043499959399924,42.74828244654952,0.6894884265572503,-0.6894884265572503,-0.009848954156041145,0.001706099370494485,-0.05583374202251434,-0.006563722155988216,0.011741168797016144,-0.00857385341078043,0.9946826875122131,-0.1029852098202868,0.0008640223488411381,0.10298568541202413,0.9946828748908526,-0.0005251781614109725,-0.0008053426064690943,0.000611367325529859,0.99999948882659,3.490217204671353e-05,0.0005751415155827999,0.00012337636144366115,-0.009848954156041145,0.001706099370494485,-0.05583374202251434,-0.006563722155988216,0.011741168797016144,-0.00857385341078043,0.9946826875122131,-0.1029852098202868,0.0008640223488411381,0.10298568541202413,0.9946828748908526,-0.0005251781614109725,-0.0008053426064690943,0.000611367325529859,0.99999948882659,3.490217204671353e-05,0.0005751415155827999,0.00012337636144366115,42.74828244654952,0.003737890444057248,0.004605579057345281,-0.00035284393817505775,42.74828244654952,0.003737890444057248,0.004605579057345281,-0.00035284393817505775,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,1774985898497454283,0.039914537,39,9.900429,0.4197690032015089,42.75430388035651,0.689585546457363,-0.689585546457363,-0.010566888377070427,0.001896006753668189,-0.0560540109872818,-0.0072001246735453606,0.011914418078958988,-0.00862196832895279,0.9946851857600265,-0.10295936315737597,0.0008877682687357174,0.10295985225310078,0.9946853933225626,-0.0005239270037094585,-0.0008291069337545403,0.0006125468933805217,0.9999994686838658,-0.00012311708997003734,-0.0004987684660591185,-0.00039017785456962883,-0.010566888377070427,0.001896006753668189,-0.0560540109872818,-0.0072001246735453606,0.011914418078958988,-0.00862196832895279,0.9946851857600265,-0.10295936315737597,0.0008877682687357174,0.10295985225310078,0.9946853933225626,-0.0005239270037094585,-0.0008291069337545403,0.0006125468933805217,0.9999994686838658,-0.00012311708997003734,-0.0004987684660591185,-0.00039017785456962883,42.75430388035651,0.003810146095970963,0.005158276717986917,-0.00029653386114580904,42.75430388035651,0.003810146095970963,0.005158276717986917,-0.00029653386114580904,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,1774985898507523157,0.049983411,49,10.068874,0.3208419984730426,42.75684937073791,0.6896266027538372,-0.6896266027538372,-0.010933846235275269,0.0019935762975364923,-0.056169867515563965,-0.007553000468760729,0.011971874162554741,-0.008593729697167873,0.9946870642223913,-0.102940775201948,0.000906470357462017,0.10294127606157355,0.9946872872610002,-0.0005242739791418887,-0.0008476853738568308,0.000614801773835918,0.9999994517239879,-0.000621740473434329,-0.00025004040799103677,-0.00041438345215283334,-0.010933846235275269,0.0019935762975364923,-0.056169867515563965,-0.007553000468760729,0.011971874162554741,-0.008593729697167873,0.9946870642223913,-0.102940775201948,0.000906470357462017,0.10294127606157355,0.9946872872610002,-0.0005242739791418887,-0.0008476853738568308,0.000614801773835918,0.9999994517239879,-0.000621740473434329,-0.00025004040799103677,-0.00041438345215283334,42.75684937073791,0.0039472327704996235,0.005262705271174255,-0.00030782251738674306,42.75684937073791,0.0039472327704996235,0.005262705271174255,-0.00030782251738674306,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1774985898517494828,0.059955082,59,9.971671,0.357888999133138,42.76026862602272,0.6896817520326245,-0.6896817520326245,-0.011297307908535004,0.002091722097247839,-0.056284934282302856,-0.007842622697353363,0.012104104273021221,-0.008633684366941452,0.994689156534318,-0.10292147840046617,0.0009208629186121635,0.10292198990678458,0.9946893906027326,-0.0005263531978195873,-0.000861799496130064,0.0006183347250476763,0.9999994374817901,-0.0008905071299523115,-8.360921492567286e-05,0.00025374192046001554,-0.011297307908535004,0.002091722097247839,-0.056284934282302856,-0.007842622697353363,0.012104104273021221,-0.008633684366941452,0.994689156534318,-0.10292147840046617,0.0009208629186121635,0.10292198990678458,0.9946893906027326,-0.0005263531978195873,-0.000861799496130064,0.0006183347250476763,0.9999994374817901,-0.0008905071299523115,-8.360921492567286e-05,0.00025374192046001554,42.76026862602272,0.0040476763124311565,0.0053652572333329675,-0.0004235425775831053,42.76026862602272,0.0040476763124311565,0.0053652572333329675,-0.0004235425775831053,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,1774985898527532695,0.069992949,69,10.037867,0.5092890023661312,42.763492431614154,0.6897337488970025,-0.6897337488970025,-0.01165726687759161,0.0021905878093093634,-0.05639936029911041,-0.008147580549120903,0.01220149639993906,-0.008659315295517445,0.994690622719281,-0.10290767119784361,0.0009415176946563682,0.10290819808929008,0.9946908729779923,-0.0005292948584651822,-0.0008820505067572895,0.0006233743017464936,0.9999994166956037,8.163138409145176e-05,-0.0006194733432494104,-0.00029430558788590133,-0.01165726687759161,0.0021905878093093634,-0.05639936029911041,-0.008147580549120903,0.01220149639993906,-0.008659315295517445,0.994690622719281,-0.10290767119784361,0.0009415176946563682,0.10290819808929008,0.9946908729779923,-0.0005292948584651822,-0.0008820505067572895,0.0006233743017464936,0.9999994166956037,8.163138409145176e-05,-0.0006194733432494104,-0.00029430558788590133,42.763492431614154,0.003832851572845853,0.005660934994657948,-0.0003524168996155548,42.763492431614154,0.003832851572845853,0.005660934994657948,-0.0003524168996155548,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,1774985898537581470,0.080041724,80,10.048775,0.6112840019341093,42.767469613918045,0.6897978969986781,-0.6897978969986781,-0.012017711997032166,0.002294042846187949,-0.05653756856918335,-0.008400991559028625,0.012322871014475822,-0.008698610588908195,0.9946930872561154,-0.10288253323116314,0.0009599823229457759,0.10288307212918513,0.994693353647557,-0.0005298338393548985,-0.0009003773760621336,0.0006257879340234897,0.9999993988548609,-0.0008671457762829959,-0.00023110202164389193,0.0005636932328343391,-0.012017711997032166,0.002294042846187949,-0.05653756856918335,-0.008400991559028625,0.012322871014475822,-0.008698610588908195,0.9946930872561154,-0.10288253323116314,0.0009599823229457759,0.10288307212918513,0.994693353647557,-0.0005298338393548985,-0.0009003773760621336,0.0006257879340234897,0.9999993988548609,-0.0008671457762829959,-0.00023110202164389193,0.0005636932328343391,42.767469613918045,0.004098674131494061,0.005710250414240007,-0.0005012994357014289,42.767469613918045,0.004098674131494061,0.005710250414240007,-0.0005012994357014289,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1774985898547483450,0.089943704,89,9.90198,0.4740029980894178,42.775116100014316,0.6899212274195857,-0.6899212274195857,-0.01272814441472292,0.002501951064914465,-0.05678071081638336,-0.008999236859381199,0.012466155923902988,-0.008826769888401031,0.9946969726034951,-0.10284447587963674,0.000990516582614856,0.10284502381191496,0.9946972737409367,-0.0005189779452674376,-0.0009318901230617321,0.0006180954672613398,0.9999993747692103,0.00014665799972135574,-0.0012054791441187263,0.00055921939201653,-0.01272814441472292,0.002501951064914465,-0.05678071081638336,-0.008999236859381199,0.012466155923902988,-0.008826769888401031,0.9946969726034951,-0.10284447587963674,0.000990516582614856,0.10284502381191496,0.9946972737409367,-0.0005189779452674376,-0.0009318901230617321,0.0006180954672613398,0.9999993747692103,0.00014665799972135574,-0.0012054791441187263,0.00055921939201653,42.775116100014316,0.003850929226415719,0.006245621748227677,-0.000531194079589081,42.775116100014316,0.003850929226415719,0.006245621748227677,-0.000531194079589081,-0.0020377961918711662,-0.0006915193516761065,-0.053285181522369385,0.0,0.0,0.0,0.9946396984023281,-0.10340150077308255,0.0,0.10340150077308255,0.9946396984023281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
