step,experiment_time_s,divergence_time_s,baseline_z_error_integral,lateral_position_residual_x,lateral_position_residual_y,lateral_position_residual_norm,lateral_velocity_residual_x,lateral_velocity_residual_y,lateral_velocity_residual_norm,learned_control_0,raw_control_0,used_control_0,baseline_control_0,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_near_bound_0,learned_control_1,raw_control_1,used_control_1,baseline_control_1,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_near_bound_1,learned_control_2,raw_control_2,used_control_2,baseline_control_2,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_near_bound_2,learned_control_3,raw_control_3,used_control_3,baseline_control_3,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3,control_internal_near_bound_3,u1_active_threshold_nm,u1_baseline_active,u1_raw_active,u1_used_active,u1_raw_overlap_active,u1_used_overlap_active,u1_raw_sign_match,u1_used_sign_match,u1_raw_magnitude_ratio,u1_used_magnitude_ratio,u1_anchor_applied,u1_anchor_delta,u1_anchor_sign_flip,u2_active_threshold_nm,u2_baseline_active,u2_raw_active,u2_used_active,u2_raw_overlap_active,u2_used_overlap_active,u2_raw_sign_match,u2_used_sign_match,u2_raw_magnitude_ratio,u2_used_magnitude_ratio,u2_anchor_applied,u2_anchor_delta,u2_anchor_sign_flip,u3_active_threshold_nm,u3_baseline_active,u3_raw_active,u3_used_active,u3_raw_overlap_active,u3_used_overlap_active,u3_raw_sign_match,u3_used_sign_match,u3_raw_magnitude_ratio,u3_used_magnitude_ratio,u3_anchor_applied,u3_anchor_delta,u3_anchor_sign_flip
0,0.0,6.96045249,0.00018250115679445115,-0.0076125068590044975,0.002029966562986374,0.00787851667036589,-0.0029784066136926413,0.009850485250353813,0.010290916656154888,49.94246387332649,49.94246387332649,49.94246387332649,43.183406028426816,-0.05009543687368631,False,False,False,-0.0005871276638876447,-0.0005871276638876447,-0.0005871276638876447,-0.004991715508879998,-0.01915258878971457,False,False,False,0.00028829971315140295,0.00028829971315140295,0.00028829971315140295,-0.002575473270630302,-0.0013431850179175572,False,False,False,-0.0029773275053900958,-0.0029773275053900958,-0.0029773275053900958,0.00016542589680397618,-0.0008428712628340151,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
1,0.028366214,6.96045249,0.00044100412292032685,-0.0076125068590044975,0.002029966562986374,0.00787851667036589,-0.0029784066136926413,0.009850485250353813,0.010290916656154888,49.815313939237015,49.815313939237015,49.815313939237015,43.18475231097676,-0.08292655933428184,False,False,False,-0.0006578568795426603,-0.0006578568795426603,-0.0006578568795426603,-0.004991651260252842,-0.021016398991519532,False,False,False,0.0002907487556797342,0.0002907487556797342,0.0002907487556797342,-0.002575417801792464,-0.0012959000855579652,False,False,False,-0.002985289304275774,-0.002985289304275774,-0.002985289304275774,0.00016542587593863895,-0.0009736415661844516,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
2,0.041360765,6.96045249,0.0005604049813856407,-0.007635097950696945,0.0020235180854797363,0.00789869268670457,-0.0028814438264817,0.00988453347235918,0.010295956511726267,49.800982125931846,49.800982125931846,49.800982125931846,43.18709962560106,-0.08662714731392786,False,False,False,-0.0005667088713022883,-0.0005667088713022883,-0.0005667088713022883,-0.004621172380157096,-0.018614526072961848,False,False,False,0.00025512384554064217,0.00025512384554064217,0.00025512384554064217,-0.0026577596405699907,-0.0019837286743866565,False,False,False,-0.0029970783453316346,-0.0029970783453316346,-0.0029970783453316346,9.400323306742608e-05,-0.001167273243801782,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
3,0.06300729,6.96045249,0.0007610256358296648,-0.0076564159244298935,0.0020199641585350037,0.007918393777126121,-0.0027958517894148827,0.009975465945899487,0.010359860426964,49.75347952343642,49.75347952343642,49.75347952343642,43.19048207232006,-0.09889269641462126,False,False,False,-0.0006136232819126064,-0.0006136232819126064,-0.0006136232819126064,-0.004870207707927804,-0.019850784050622277,False,False,False,0.0003007622784466768,0.0003007622784466768,0.0003007622784466768,-0.0025255739662426707,-0.0011025638158776044,False,False,False,-0.0030215796970914617,-0.0030215796970914617,-0.0030215796970914617,-0.00010950566078918628,-0.0015697010428625954,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
4,0.08029233,6.96045249,0.0009232097570223585,-0.007711711339652538,0.001915453001856804,0.007946033726863219,-0.0026793144643306732,0.010096294805407524,0.010445759656265815,49.72878277186148,49.72878277186148,49.72878277186148,43.19262438886311,-0.10526959374565102,False,False,False,-0.0006302171136314497,-0.0006302171136314497,-0.0006302171136314497,-0.004892835982635222,-0.02028805389107217,False,False,False,0.0003685706044881503,0.0003685706044881503,0.0003685706044881503,-0.0022913092203562728,0.00020664665033386884,False,False,False,-0.0030120539133895743,-0.0030120539133895743,-0.0030120539133895743,3.4200534839779424e-07,-0.0014132427295802511,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
5,0.100755252,6.96045249,0.0011167536729609147,-0.007729751989245415,0.0018317066133022308,0.007943816144175202,-0.002640935592353344,0.01007902529090643,0.01041927500441802,49.71850926889557,49.71850926889557,49.71850926889557,43.19541460938244,-0.10792229377564702,False,False,False,-0.0005833483168237298,-0.0005833483168237298,-0.0005833483168237298,-0.004796384180482447,-0.01905299789861458,False,False,False,0.00021464019618004537,0.00021464019618004537,0.00021464019618004537,-0.002560124321740691,-0.002765367457519445,False,False,False,-0.0030015106557251523,-0.0030015106557251523,-0.0030015106557251523,6.030197607222954e-05,-0.001240072693150625,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
6,0.11990828,6.96045249,0.001302727557206072,-0.007666466757655144,0.0014492906630039215,0.007802253262494221,-0.002192337531596422,0.010181296616792679,0.010414660083342152,49.69289549639605,49.69289549639605,49.69289549639605,43.20104945940254,-0.11453597318988795,False,False,False,-0.0006392065169393308,-0.0006392065169393308,-0.0006392065169393308,-0.0049779803542374075,-0.020524936789294724,False,False,False,0.0003069880770194321,0.0003069880770194321,0.0003069880770194321,-0.0020235402884899415,-0.00098235909873136,False,False,False,-0.0030044892068356167,-0.0030044892068356167,-0.0030044892068356167,2.047365365037278e-05,-0.0012889945558920786,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
7,0.140141802,6.96045249,0.0015005352156039849,-0.007612885907292366,0.001314079388976097,0.007725466748228388,-0.0019043340580537915,0.010189824737608433,0.010366244082976263,49.683892018508296,49.683892018508296,49.683892018508296,43.20291114060164,-0.1168607426616212,False,False,False,-0.0006545928562722731,-0.0006545928562722731,-0.0006545928562722731,-0.0049717828477580635,-0.02093038757722718,False,False,False,0.0003818906677800442,0.0003818906677800442,0.0003818906677800442,-0.0017650411165987957,0.000463824010259857,False,False,False,-0.003002074185741114,-0.003002074185741114,-0.003002074185741114,4.78363417455055e-05,-0.0012493285148804205,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
8,0.168007788,6.96045249,0.0017749286798206343,-0.007502300664782524,0.001080494374036789,0.007579708659118862,-0.0016059544868767262,0.010028224438428879,0.010156001929963469,49.66277404415306,49.66277404415306,49.66277404415306,43.205131173115376,-0.12231357130161456,False,False,False,-0.0006604587749262753,-0.0006604587749262753,-0.0006604587749262753,-0.0049823733405746145,-0.021084962443200718,False,False,False,0.00034494080379236775,0.00034494080379236775,0.00034494080379236775,-0.0016850825960133154,-0.0002495861486661847,False,False,False,-0.0029987830958057714,-0.0029987830958057714,-0.0029987830958057714,5.5060420357314825e-05,-0.0011952732900024816,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
9,0.197559456,6.96045249,0.002065834569850661,-0.007452826946973801,0.0009917616844177246,0.007518525170551596,-0.0015081827295944095,0.010023016482591629,0.010135850953726102,49.723002403111636,49.723002403111636,49.723002403111636,43.20602100226241,-0.10676213084881701,False,False,False,-0.0005507198025433625,-0.0005507198025433625,-0.0005507198025433625,-0.004527909389388275,-0.01819319255195123,False,False,False,0.00026551346159991345,0.00026551346159991345,0.00026551346159991345,-0.0017981296562142447,-0.0017831309767470294,False,False,False,-0.0029950290328623007,-0.0029950290328623007,-0.0029950290328623007,9.065919123045457e-05,-0.0011336138639150692,False,False,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.05,False,False,False,False,False,,,,,False,0.0,False,0.03,False,False,False,False,False,,,,,False,0.0,False
