step,experiment_time_s,reference_index,raw_u2,used_u2,baseline_u2,raw_sign_match_u2,used_sign_match_u2,raw_magnitude_ratio_u2,used_magnitude_ratio_u2,anchor_delta_u2,lateral_position_residual_x,lateral_position_residual_y,lateral_position_residual_norm,lateral_velocity_residual_x,lateral_velocity_residual_y,lateral_velocity_residual_norm,state_group_x,state_group_dx,state_group_theta,state_group_wb,reference_group_x,reference_group_dx,reference_group_theta,reference_group_wb,pred_error_x,pred_error_dx,pred_error_theta,pred_error_wb
0,0.0,0,0.00028829971315140295,0.00028829971315140295,-0.002575473270630302,,,,,0.0,-0.0076125068590044975,0.002029966562986374,0.00787851667036589,-0.0029784066136926413,0.009850485250353813,0.010290916656154888,0.7591539412689986,0.03164373211772686,0.0004281906290666173,0.0008367488588977895,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.0002478235899918551,0.005459021986056394,0.00010185747943158414,0.002279543462967858
1,0.028366214,28,0.0002907487556797342,0.0002907487556797342,-0.002575417801792464,,,,,0.0,-0.0076125068590044975,0.002029966562986374,0.00787851667036589,-0.0029784066136926413,0.009850485250353813,0.010290916656154888,0.7591539412689986,0.03164373211772686,0.0004281906290666173,0.0008367488588977895,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00019250649089362133,0.005326975629229798,0.0001011644757978018,0.003754587020307889
2,0.041360765,41,0.00025512384554064217,0.00025512384554064217,-0.0026577596405699907,,,,,0.0,-0.007635097950696945,0.0020235180854797363,0.00789869268670457,-0.0028814438264817,0.00988453347235918,0.010295956511726267,0.759229621220752,0.03163981464549642,0.00042259711273288307,0.000834721855584663,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.0001875276995221595,0.005369684072698814,9.622248714835182e-05,0.001784585107918783
3,0.06300729,63,0.0003007622784466768,0.0003007622784466768,-0.0025255739662426707,,,,,0.0,-0.0076564159244298935,0.0020199641585350037,0.007918393777126121,-0.0027958517894148827,0.009975465945899487,0.010359860426964,0.7593093198095365,0.031692616991272946,0.0004170523912132009,0.0013866385867905603,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00025617525069798026,0.00517693336218552,0.00012291893461491632,0.0020975445331250686
4,0.08029233,80,0.0003685706044881503,0.0003685706044881503,-0.0022913092203562728,,,,,0.0,-0.007711711339652538,0.001915453001856804,0.007946033726863219,-0.0026793144643306732,0.010096294805407524,0.010445759656265815,0.759424490216264,0.03161600648628895,0.0004084633305281984,0.0009517106574329757,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00025314534112626843,0.0052515132761556844,0.0001000741835961283,0.003002989514885926
5,0.100755252,100,0.00021464019618004537,0.00021464019618004537,-0.002560124321740691,,,,,0.0,-0.007729751989245415,0.0018317066133022308,0.007943816144175202,-0.002640935592353344,0.01007902529090643,0.01041927500441802,0.7594998180662502,0.031605998084346366,0.0003986652645583932,0.0006174604973634728,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.0005126901285067105,0.005160011190002999,0.00013220343851063162,0.001307201369343199
6,0.11990828,119,0.0003069880770194321,0.0003069880770194321,-0.0020235402884899415,,,,,0.0,-0.007666466757655144,0.0014492906630039215,0.007802253262494221,-0.002192337531596422,0.010181296616792679,0.010414660083342152,0.7597499583473984,0.03150715295344614,0.0003868040302464417,0.0006521250197217697,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00030647842611541954,0.00515734888448053,0.00010548721910756144,0.001981586152023076
7,0.140141802,140,0.0003818906677800442,0.0003818906677800442,-0.0017650411165987957,,,,,0.0,-0.007612885907292366,0.001314079388976097,0.007725466748228388,-0.0019043340580537915,0.010189824737608433,0.010366244082976263,0.7598155102080895,0.03143659023879496,0.0003876120671471855,0.0010388161312819032,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00040329180315784406,0.005139188953231586,9.714049146259086e-05,0.0019018949361663787
8,0.168007788,168,0.00034494080379236775,0.00034494080379236775,-0.0016850825960133154,,,,,0.0,-0.007502300664782524,0.001080494374036789,0.007579708659118862,-0.0016059544868767262,0.010028224438428879,0.010156001929963469,0.7598846999741176,0.031302627761119035,0.0003813987043857548,0.0008943383000734005,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.0003091168412088747,0.005133237880370784,0.0001065687915418283,0.0038405263221316303
9,0.197559456,197,0.00026551346159991345,0.00026551346159991345,-0.0017981296562142447,,,,,0.0,-0.007452826946973801,0.0009917616844177246,0.007518525170551596,-0.0015081827295944095,0.010023016482591629,0.010135850953726102,0.7598811716583277,0.031255640958024175,0.00037379281156969357,0.0011556785475122764,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00030154516896566575,0.005219253361148817,0.00010442291393194359,0.00024861343185862824
10,0.216090588,216,0.000310833038905469,0.000310833038905469,-0.0015766308240375095,,,,,0.0,-0.007403221912682056,0.0009066890925168991,0.0074585373766513285,-0.001402252702973783,0.01000712439417839,0.01010489244294849,0.7598830688600072,0.031215852665193056,0.0003669793370274248,0.0009966486650807018,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.00029603809760240775,0.005197458654356105,9.964354664314803e-05,0.002431193987952865
11,0.22608824,226,0.0002829376806281339,0.0002829376806281339,-0.0015949087381116993,,,,,0.0,-0.007353597320616245,0.0008249357342720032,0.007399723813728004,-0.001321432995609939,0.009978205896914005,0.010065325532892421,0.7598902867962924,0.031205641006871936,0.000369811916874313,0.0005007245080243323,0.7500000000000221,0.0,1.1430609547327247e-10,0.0,0.0008241030463273133,0.0050717143826392195,0.0001072300106830091,0.002772607905027998
