run_name,run_dir,config_path,controller_mode,control_rate_hz,pred_horizon,reference_seed,runtime_validity,runtime_failure_reason,hover_gate_profile,hover_gate_passed,controller_quality_evaluated,final_altitude_error,max_lateral_error_radius,final_position_error,position_rmse,solver_mean_ms,divergence_time_s,u2_first_used_mismatch_time_s,u2_first_raw_mismatch_time_s,u2_late_window_raw_sign_match,u2_late_window_used_sign_match,u2_root_cause_classification
4-3-26_1910,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_1910,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_light_anchor.yaml,edmd_mpc,50.0,8,2141444,valid_runtime,,light_anchor_confirmation,False,True,0.8529430031776428,0.9734493675421289,1.075587683381453,0.46781909417718237,10.952298665784069,8.080081583,6.961837206,,,,
4-3-26_1950_02,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_1950_02,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_light_anchor.yaml,edmd_mpc,50.0,8,2141444,timing_collapse,"effective_control_rate_hz,tick_dt_ms_p90,solver_ms_p90",light_anchor_confirmation,False,False,4.7784860879182816,18.038032212827435,17.79430935064168,6.519088134962323,14.470804752331137,5.160711232,4.633951303,4.633951303,0.5368421052631579,0.5368421052631579,runtime_invalid
4-3-26_2000,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_2000,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_light_anchor.yaml,edmd_mpc,50.0,8,2141444,timing_collapse,solver_ms_p90,light_anchor_confirmation,False,False,0.7358382940292358,1.990925691902036,2.122555795647185,0.8756577870280156,12.242452271354939,6.560600227,5.331098821,5.331098821,0.5769230769230769,0.7191011235955056,runtime_invalid
4-3-26_2000_01,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_2000_01,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_light_anchor.yaml,edmd_mpc,50.0,8,2141444,valid_runtime,,light_anchor_confirmation,False,True,0.09595286846160889,0.40506511225494346,0.2525494648803587,0.2347556524096419,10.494772986469707,9.999936355,6.968445301,6.968445301,1.0,1.0,state_model_mismatch
4-3-26_2010,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_2010,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_light_anchor.yaml,edmd_mpc,50.0,8,2141444,valid_runtime,,light_anchor_confirmation,False,True,0.7824361771345139,4.431137602790723,4.499687414271661,1.6567185329451797,12.414012885871033,6.96045249,6.259777,6.259777,0.5051546391752577,0.5051546391752577,raw_u2_late_sign_instability
4-3-26_2020,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/results/sitl/4-3-26_2020,/home/soarbuckiadm/Desktop/QuantizedQuadrotorMPC-main/SITL/configs/sitl_runtime_sitl_retrain_edmd_anchor_h8.yaml,edmd_mpc,100.0,8,2141444,timing_collapse,"sample_count,effective_control_rate_hz,tick_dt_ms_p90,solver_ms_p90",standard_anchor_h8_promotion,False,False,1.7440999299287796,8.226509185575052,8.40936013891237,3.1368969987593758,9.515943817613064,6.122182892,4.080462475,4.080462475,0.6617647058823529,0.6617647058823529,runtime_invalid
