step,timestamp_ns,experiment_time_s,reference_index,tick_dt_ms,solver_ms,state_raw_0,state_raw_1,state_raw_2,state_raw_3,state_raw_4,state_raw_5,state_raw_6,state_raw_7,state_raw_8,state_raw_9,state_raw_10,state_raw_11,state_raw_12,state_raw_13,state_raw_14,state_raw_15,state_raw_16,state_raw_17,state_used_0,state_used_1,state_used_2,state_used_3,state_used_4,state_used_5,state_used_6,state_used_7,state_used_8,state_used_9,state_used_10,state_used_11,state_used_12,state_used_13,state_used_14,state_used_15,state_used_16,state_used_17,control_raw_0,control_raw_1,control_raw_2,control_raw_3,control_used_0,control_used_1,control_used_2,control_used_3,reference_0,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17
10,1773698452210777826,0.394376842,394,37.69053,29.558283989899792,-0.05419963225722313,-0.05649438500404358,0.03614389896392822,-0.03230343386530876,-0.022867925465106964,0.0011724102078005672,0.99463141289312,-0.1034761941401543,0.0010098552578455093,0.1034757944859741,0.9946318696150278,0.00044042791804573336,-0.0010500080346065137,-0.00033356786424067544,0.9999993931076168,0.0005966658354736865,7.312324305530638e-05,-0.0005883820122107863,-0.05419963225722313,-0.05649438500404358,0.03614389896392822,-0.03230343386530876,-0.022867925465106964,0.0011724102078005672,0.99463141289312,-0.1034761941401543,0.0010098552578455093,0.1034757944859741,0.9946318696150278,0.00044042791804573336,-0.0010500080346065137,-0.00033356786424067544,0.9999993931076168,0.0005966658354736865,7.312324305530638e-05,-0.0005883820122107863,44.60026799557107,-0.8439852691545239,-0.04207437933590566,0.007574626566304486,44.60026799557107,-0.8439852691545239,-0.04207437933590566,0.007574626566304486,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
11,1773698452248561050,0.432160066,432,37.783224,31.58593400439713,-0.05427856743335724,-0.05605996400117874,0.0355197936296463,-0.03204270079731941,-0.02176002226769924,0.0006323889247141778,0.9946285558841044,-0.10350534717299409,0.0009865881618560668,0.10350503037090131,0.9946290104237943,0.0003670707288627728,-0.0010192828054020608,-0.00026298228783339095,0.9999994459513599,0.00045500550186261535,0.0002590377989690751,-0.0003036012640222907,-0.05427856743335724,-0.05605996400117874,0.0355197936296463,-0.03204270079731941,-0.02176002226769924,0.0006323889247141778,0.9946285558841044,-0.10350534717299409,0.0009865881618560668,0.10350503037090131,0.9946290104237943,0.0003670707288627728,-0.0010192828054020608,-0.00026298228783339095,0.9999994459513599,0.00045500550186261535,0.0002590377989690751,-0.0003036012640222907,46.57451418603044,-0.834712574546753,-0.043969135600317955,0.004579826529701888,46.57451418603044,-0.834712574546753,-0.043969135600317955,0.004579826529701888,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
12,1773698452285636306,0.469235322,469,37.075256,29.76881699578371,-0.05435844883322716,-0.05557424947619438,0.035017430782318115,-0.031911853700876236,-0.020758766680955887,0.00019838285516016185,0.9946274057649213,-0.10351609429747977,0.0009662763401597219,0.1035158475997211,0.9946278549413513,0.0003020557269611049,-0.0009923528801387346,-0.0002004080562822419,0.9999994875360994,2.0612218577298336e-05,0.0007614626083523035,-5.918886017752811e-05,-0.05435844883322716,-0.05557424947619438,0.035017430782318115,-0.031911853700876236,-0.020758766680955887,0.00019838285516016185,0.9946274057649213,-0.10351609429747977,0.0009662763401597219,0.1035158475997211,0.9946278549413513,0.0003020557269611049,-0.0009923528801387346,-0.0002004080562822419,0.9999994875360994,2.0612218577298336e-05,0.0007614626083523035,-5.918886017752811e-05,48.12083715814672,-0.8208243002370851,-0.04965428011621759,0.002006477246191743,48.12083715814672,-0.8208243002370851,-0.04965428011621759,0.002006477246191743,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
13,1773698452323354570,0.506953586,506,37.718264,32.77165099279955,-0.05441625416278839,-0.05475830286741257,0.03449587523937225,-0.031511493027210236,-0.01930399239063263,-5.600634904112667e-05,0.9946244529622753,-0.10354347547824783,0.0009592955806749376,0.1035433341012757,0.994624910974958,0.00019602010860695143,-0.0009744358986284209,-9.563772030411755e-05,0.9999995206639324,0.00016175197379197925,-0.00041847198735922575,0.00025073863798752427,-0.05441625416278839,-0.05475830286741257,0.03449587523937225,-0.031511493027210236,-0.01930399239063263,-5.600634904112667e-05,0.9946244529622753,-0.10354347547824783,0.0009592955806749376,0.1035433341012757,0.994624910974958,0.00019602010860695143,-0.0009744358986284209,-9.563772030411755e-05,0.9999995206639324,0.00016175197379197925,-0.00041847198735922575,0.00025073863798752427,49.00504466950443,-0.8082379386106381,-0.03457106478678199,-0.001261205614641267,49.00504466950443,-0.8082379386106381,-0.03457106478678199,-0.001261205614641267,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
14,1773698452357831074,0.54143009,541,34.476504,33.603594012674876,-0.054415855556726456,-0.05398101359605789,0.03413686156272888,-0.03111782670021057,-0.01817944087088108,-0.0004599232051987201,0.9946230565878557,-0.10355741559203446,0.0009493686646669663,0.10355735378456887,0.9946235095577117,0.0001141637688256425,-0.0009560868667790878,-1.5235837245136663e-05,0.999999542832795,0.00037462892942130566,-0.0008023538393899798,0.00029088667361065745,-0.054415855556726456,-0.05398101359605789,0.03413686156272888,-0.03111782670021057,-0.01817944087088108,-0.0004599232051987201,0.9946230565878557,-0.10355741559203446,0.0009493686646669663,0.10355735378456887,0.9946235095577117,0.0001141637688256425,-0.0009560868667790878,-1.5235837245136663e-05,0.999999542832795,0.00037462892942130566,-0.0008023538393899798,0.00029088667361065745,50.443771541660325,-0.7971617816068026,-0.02922760970983756,-0.0016997230090945521,50.443771541660325,-0.7971617816068026,-0.02922760970983756,-0.0016997230090945521,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
15,1773698452399019383,0.582618399,582,41.188309,32.76228600589093,-0.05438338592648506,-0.053087230771780014,0.033795520663261414,-0.030749237164855003,-0.017032241448760033,-0.0006971862749196589,0.9946209418296246,-0.1035786318009495,0.0009578168623761256,0.10357864437626652,0.9946214010338668,3.6599916838367386e-05,-0.0009564559981833642,6.28062043406992e-05,0.9999995406236024,0.0006407314212992787,-0.00034938257886096835,-0.00024965687771327794,-0.05438338592648506,-0.053087230771780014,0.033795520663261414,-0.030749237164855003,-0.017032241448760033,-0.0006971862749196589,0.9946209418296246,-0.1035786318009495,0.0009578168623761256,0.10357864437626652,0.9946214010338668,3.6599916838367386e-05,-0.0009564559981833642,6.28062043406992e-05,0.9999995406236024,0.0006407314212992787,-0.00034938257886096835,-0.00024965687771327794,51.24062650331675,-0.7846867023144051,-0.033976841932003975,0.003953277840350594,51.24062650331675,-0.7846867023144051,-0.033976841932003975,0.003953277840350594,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
16,1773698452435727999,0.619327015,619,36.708616,26.117486995644867,-0.054305221885442734,-0.051845818758010864,0.033386051654815674,-0.03028223104774952,-0.015476172789931297,-0.0010195216163992882,0.9946173724224279,-0.10361346822365047,0.0009426391030424412,0.10361357417655115,0.9946178060055049,-6.413654947591899e-05,-0.0009309200860402565,0.00016146135441688983,0.9999995536589847,-0.0005363565287552774,2.5731504138093442e-05,-0.0014741234481334686,-0.054305221885442734,-0.051845818758010864,0.033386051654815674,-0.03028223104774952,-0.015476172789931297,-0.0010195216163992882,0.9946173724224279,-0.10361346822365047,0.0009426391030424412,0.10361357417655115,0.9946178060055049,-6.413654947591899e-05,-0.0009309200860402565,0.00016146135441688983,0.9999995536589847,-0.0005363565287552774,2.5731504138093442e-05,-0.0014741234481334686,52.22900666909307,-0.7485575802251521,-0.03744629714896215,0.01677703067468937,52.22900666909307,-0.7485575802251521,-0.03744629714896215,0.01677703067468937,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
17,1773698452464030280,0.647629296,647,28.302281,42.902179004158825,-0.05416800454258919,-0.051064927130937576,0.03314782679080963,-0.029868250712752342,-0.014441050589084625,-0.0011581545695662498,0.9946148727670069,-0.1036373505468644,0.0009339650823800283,0.10363750796471094,0.9946152874344515,-0.00012162676967033062,-0.0009163307582632403,0.00021776544185496405,0.9999995564580424,-0.0001565946004120633,-0.000283854897134006,0.0010281444992870092,-0.05416800454258919,-0.051064927130937576,0.03314782679080963,-0.029868250712752342,-0.014441050589084625,-0.0011581545695662498,0.9946148727670069,-0.1036373505468644,0.0009339650823800283,0.10363750796471094,0.9946152874344515,-0.00012162676967033062,-0.0009163307582632403,0.00021776544185496405,0.9999995564580424,-0.0001565946004120633,-0.000283854897134006,0.0010281444992870092,52.684479806949994,-0.7398989477936282,-0.033026710142714265,-0.009502678120424799,52.684479806949994,-0.7398989477936282,-0.033026710142714265,-0.009502678120424799,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
18,1773698452512007060,0.695606076,695,47.97678,39.08747599052731,-0.05383884906768799,-0.049732476472854614,0.032784104347229004,-0.029101205989718437,-0.012882187031209469,-0.00136358302552253,0.9946124832514002,-0.1036592665411793,0.0009135738137288733,0.10365951490114145,0.9946128506414752,-0.0002287046122065768,-0.0008849448819782633,0.00032217304144846817,0.9999995565384594,-7.719743007328361e-05,-0.0005460752872750163,0.00043290332541801035,-0.05383884906768799,-0.049732476472854614,0.032784104347229004,-0.029101205989718437,-0.012882187031209469,-0.00136358302552253,0.9946124832514002,-0.1036592665411793,0.0009135738137288733,0.10365951490114145,0.9946128506414752,-0.0002287046122065768,-0.0008849448819782633,0.00032217304144846817,0.9999995565384594,-7.719743007328361e-05,-0.0005460752872750163,0.00043290332541801035,53.309474269999214,-0.7183365344994138,-0.028742741251779155,-0.0032880374816662986,53.309474269999214,-0.7183365344994138,-0.028742741251779155,-0.0032880374816662986,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
19,1773698452555775275,0.739374291,739,43.768215,46.592654995038174,-0.05327408015727997,-0.04802848771214485,0.032261595129966736,-0.028045516461133957,-0.011003914289176464,-0.0017835007747635245,0.9946091664628781,-0.10369322436165085,0.000858644111592954,0.10369355348215747,0.9946094419128159,-0.0003479719112946811,-0.0008179331225829159,0.00043513166789500325,0.9999995708229081,9.450742072658613e-05,4.63818505522795e-05,0.0009213389130309224,-0.05327408015727997,-0.04802848771214485,0.032261595129966736,-0.028045516461133957,-0.011003914289176464,-0.0017835007747635245,0.9946091664628781,-0.10369322436165085,0.000858644111592954,0.10369355348215747,0.9946094419128159,-0.0003479719112946811,-0.0008179331225829159,0.00043513166789500325,0.9999995708229081,9.450742072658613e-05,4.63818505522795e-05,0.0009213389130309224,54.69673595104444,-0.6920482109357846,-0.03459976406740959,-0.008457155725243075,54.69673595104444,-0.6920482109357846,-0.03459976406740959,-0.008457155725243075,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
20,1773698452603945834,0.78754485,787,48.170559,44.837289009592496,-0.05232415348291397,-0.04633328318595886,0.031566694378852844,-0.026592889800667763,-0.009194867685437202,-0.0023924196138978004,0.9946069524644084,-0.1037139154567348,0.0008015622198951355,0.10371430519160207,0.9946071280362222,-0.00046087973682102865,-0.0007494398281364008,0.0005415275322440405,0.9999995725438869,-5.716283340007067e-06,-0.0001313250104431063,0.000700133154168725,-0.05232415348291397,-0.04633328318595886,0.031566694378852844,-0.026592889800667763,-0.009194867685437202,-0.0023924196138978004,0.9946069524644084,-0.1037139154567348,0.0008015622198951355,0.10371430519160207,0.9946071280362222,-0.00046087973682102865,-0.0007494398281364008,0.0005415275322440405,0.9999995725438869,-5.716283340007067e-06,-0.0001313250104431063,0.000700133154168725,56.79723910362231,-0.6639229815201638,-0.031172505084629553,-0.006180986026255569,56.79723910362231,-0.6639229815201638,-0.031172505084629553,-0.006180986026255569,-0.04338938370347023,-0.041987061500549316,0.04278257489204407,0.0,0.0,0.0,0.9946324791709339,-0.1034692182327539,0.0005323084826376057,0.10346896374587633,0.9946325296758806,0.0004853325304418187,-0.0005796683434125972,-0.000427650087616388,0.9999997405499653,0.0,0.0,0.0
