step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.032492595,10,0.00024023669043342076,0.003899862306169974,7.115868937885154e-05,0.0014036072201802383,0.004144884112302726,0.01746488619904289,0.00037429902387586713,0.005161292168250694,-0.4032254904515656,False,False,0.002726997172976875,False,False,0.00460868853161829,False,False,0.0020253580216211256,False,False
1,0.042455894,10,0.00019540115939229198,0.002896210822949193,4.981163447163454e-05,0.0009767158925301997,0.004010251106939548,0.01471194245295403,0.00039146888657055017,0.007489112829467753,-0.6730829334004738,False,False,0.005269906092979611,False,False,0.007104926052168944,False,False,0.0019142513196707329,False,False
2,0.060187943,10,0.0007516126061066772,0.0023669691622534876,4.3404650811100866e-05,0.0004538386092345186,0.00394659913535761,0.012911155611597088,0.0004883557207431753,0.008652382890734731,-0.8512673590882842,False,False,0.006492759760698781,False,False,0.01069979357977406,False,False,0.001475382194458919,False,False
3,0.085198742,10,0.000268220691840213,0.0016790727101012907,4.66805843694762e-05,0.0006871826944500997,0.005081001304301784,0.012309321576186546,0.0005197208352088347,0.009597456281052472,-0.9664572462411293,False,False,0.006538712285551412,False,False,0.014513986040031773,False,False,0.0012329319345316997,False,False
4,0.10046503,10,0.000216306539602292,0.0013911339706483058,4.349178646034138e-05,0.0010912765527233935,0.005444157402364352,0.012011388057521395,0.0005567606291869992,0.01081194302657421,-1.0436042601871773,False,False,0.007192731936942614,False,False,0.01547139762849097,False,False,0.0011145579191358817,False,False
5,0.120912548,10,0.0007496363593165197,0.0012463088087508783,4.270007005303753e-05,0.0018087685701624315,0.006005120996967222,0.011932797400933224,0.0004909422258531571,0.01099410933961922,-1.0986792950841822,False,False,0.006741543667199483,False,False,0.01688484017286202,False,False,0.001232985345132773,False,False
6,0.141225031,10,0.0004248532238563546,0.0012100730004162461,1.4128611090446399e-05,0.0037659361563049856,0.006085665483210456,0.01255830780724705,0.0006724204165535467,0.01332356678739084,-1.1156456250643663,False,False,0.009127658137411903,False,False,0.01587241479641927,False,False,0.0015992152388481524,False,False
7,0.162919082,10,0.0003375365334623281,0.0011229495060364537,3.2438712002199864e-05,0.0006621693159931479,0.00652472351460376,0.012891280290268054,0.0006778337406671864,0.010644861455904993,-1.1375668918484503,False,False,0.007896900458654063,False,False,0.016244999267874254,False,False,0.0007582529619223696,False,False
8,0.183330866,10,0.00042235576675287844,0.0011604787688133606,2.7131804863827538e-05,0.0010938054344077838,0.0068224337515728544,0.013356534991100807,0.0007083101574654093,0.011379498906852727,-1.1436288772729775,False,False,0.008210405757480346,False,False,0.016785121492379956,False,False,0.0008128724930152774,False,False
9,0.20475074,10,0.0003171769250529998,0.001087449563438004,4.1636523763552826e-05,0.0029527915303467034,0.007282532358395189,0.01392694172670576,0.0007060344044053433,0.011047979913556214,-1.1446952743160395,False,False,0.007392048899749741,False,False,0.018448048266348577,False,False,0.0007937696904392364,False,False
