step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.053207871,10,0.00048459938952537604,0.00351023053308127,5.2173407701587656e-05,0.0009574415335350167,0.006800143237060465,0.007220424762196092,0.0014949044122933963,0.03248531628667834,-0.6110809525404567,False,False,0.0202073701021964,False,False,0.0292411126073168,False,False,0.003723061850290465,False,False
1,0.066158446,10,0.0004129825804382826,0.0019365519588144069,3.12798628689996e-05,0.001258683604229868,0.0066378312247677715,0.005696215248546207,0.0018293298746584047,0.03825896792688088,-1.0212442207830263,False,False,0.02593601637323035,False,False,0.03528803069752819,False,False,0.0036290664165972344,False,False
2,0.079916611,10,0.0006062486080373609,0.001321645035648582,4.4151440490347714e-05,0.0027248552968618736,0.006927171613870935,0.006430867350817684,0.002211258704163576,0.043661461632720326,-1.2899362872935922,False,False,0.028752480694225133,False,False,0.04049713864136553,False,False,0.003035216375113466,False,False
3,0.100469044,10,0.001801963260145938,0.0019801868607843996,0.00013923095060841691,0.002439682868610166,0.006853217362887449,0.006855100101347327,0.0023373937858335494,0.0460021603019529,-1.4696207817256117,False,False,0.03166898971867406,False,False,0.03909369378174543,False,False,0.0030121855250590567,False,False
4,0.120397434,10,0.0005142798477792087,0.0004504866379934736,6.35438146464535e-05,0.00430761109459095,0.006457156042760869,0.0066948713640005535,0.002556590004772464,0.04834911533847881,-1.5818605431961847,False,False,0.03266414358371346,False,False,0.04267743521505061,False,False,0.0026107450756523297,False,False
5,0.140417098,10,0.0006745034295533888,0.0007061912376699962,7.809046669595478e-05,0.002936565255596855,0.00658240557446396,0.007075730885509512,0.002407831994397932,0.047783723280156946,-1.6727141756922157,True,False,0.032577769503023386,False,False,0.040393249865293517,False,False,0.002553326963078493,False,False
6,0.16039415,10,0.000715409623913112,0.0007976676023140788,5.16922771396345e-05,0.0022780580509094823,0.00637119920371813,0.007072919786231692,0.0024609752385256647,0.04763892770645344,-1.7269687918235685,True,False,0.03273987293529979,False,False,0.04199264545189718,False,False,0.002585878332485675,False,False
7,0.181137976,10,0.0005520215887794549,0.0008333236270265439,6.373958278814639e-05,0.004033295981303676,0.0064152321688138,0.0066660456220445094,0.0026920295489855067,0.05089506129480578,-1.7429776674433104,True,False,0.0334037080522146,False,False,0.04584913924073466,False,False,0.0024459566002585846,False,False
8,0.200416758,10,0.0006004175106425415,0.0008423403437001582,5.187361954550898e-05,0.004356318364442607,0.006389205251752854,0.006300352818344635,0.002598475109425482,0.05001929099441938,-1.757596955092808,True,False,0.033866652952391406,False,False,0.04327001618249224,False,False,0.0027194087995455873,False,False
9,0.220386407,10,0.0007579056859393073,0.0008773635078374255,5.9829061140292644e-05,0.00361405102600447,0.006309176511688402,0.006051456833757623,0.002527637790016695,0.04843557185455943,-1.7738142980062876,True,False,0.03229371190167941,False,False,0.0444777008762038,False,False,0.0024183883977805854,False,False
10,0.240060521,10,0.0004886906595058439,0.000904422682364591,5.1370899569833884e-05,0.003831656274207088,0.006138166416054862,0.0056281679427835725,0.0025426508037072505,0.04894433117620318,-1.7799003037762142,True,False,0.03173531045105943,False,False,0.04547460909473426,False,False,0.002094780656240245,False,False
11,0.260774904,10,0.0008194910359627807,0.0008550723806064576,6.447786030827164e-05,0.003933911674495913,0.006251079160985534,0.004997834012889525,0.0024800494447174857,0.04782878281625178,-1.7807113248920818,True,False,0.03327413105509222,False,False,0.041455810713423615,False,False,0.002306576293338864,False,False
12,0.280360329,10,0.0006741212492536125,0.0008085527179794448,5.4622670846578313e-05,0.004305188867431733,0.006244813778774665,0.0045316832834925245,0.002423137508169988,0.04847755817011603,-1.778123589105764,True,False,0.032092552930315585,False,False,0.04245355412335493,False,False,0.002659460640220919,False,False
13,0.300030773,10,0.0009437819173738701,0.0007715089479018484,5.908102340421396e-05,0.003351388201366592,0.006219866464225777,0.003956562318563799,0.0024011256407146,0.046420673848503784,-1.771205148291313,True,False,0.03283068120771646,False,False,0.04056648406324641,False,False,0.0020156800748923863,False,False
14,0.321148888,10,0.0007129448915292836,0.0007000243797590411,6.116861653645215e-05,0.004527894454217449,0.007995290213227594,0.002799691437766857,0.002449198298858073,0.0472772490322243,-1.7500268922467677,True,False,0.03200630051711694,False,False,0.04379618863619072,False,False,0.0023075374750262958,False,False
15,0.340487682,10,0.0005094381829425451,0.0007268232054506009,4.0089297133881934e-05,0.0023684320297250646,0.007896769829710104,0.0023111479499826598,0.0022377756562802927,0.044084859807675854,-1.7444703940371495,True,False,0.030754493259240075,False,False,0.041777198542872776,False,False,0.002471160093708097,False,False
16,0.361685956,10,0.0007783198241549852,0.00042296099397825724,5.535198920209917e-05,0.0038946551171659557,0.008046594477122752,0.002071157516605043,0.002401867879889849,0.046691903763227585,-1.7216962215061489,True,False,0.032016435890403865,False,False,0.0426971937795388,False,False,0.0021740594553383715,False,False
17,0.382743769,10,0.0005501796456510535,0.0005154071965132835,4.7454506674136644e-05,0.0037151296987729798,0.007867408647613509,0.002033878746268344,0.00231346902151866,0.04634201266068289,-1.7062056254528073,True,False,0.03085853189958953,False,False,0.04277175725871824,False,False,0.002112493233781145,False,False
18,0.401784404,10,0.0005409149558170394,0.00047834941265121543,3.829996461819107e-05,0.002839976027565465,0.008271599302022073,0.0025006347834197486,0.002277399040423607,0.04440406436143116,-1.6960264803872591,True,False,0.029143021163001426,False,False,0.04497565863738276,False,False,0.002126980003247308,False,False
19,0.420683676,10,0.0005785852544764393,0.00043749037325019737,4.907608154493849e-05,0.0038157815904274936,0.00865370291529414,0.0033451291831404955,0.0023278651445856214,0.04360742202153637,-1.6792634688947317,True,False,0.02999612568878197,False,False,0.04396700163432475,False,False,0.0021008828253947748,False,False
20,0.442239931,10,0.0005687607867238644,0.0003473324260261845,3.960944515359106e-05,0.002910023950609513,0.00950041365563881,0.004745428591820572,0.002249752546370795,0.042706327321095826,-1.669664853006722,True,False,0.02995425085504303,False,False,0.04220315180630818,False,False,0.0018695320857120994,False,False
21,0.46414432,10,0.0007817843940973344,0.0003272579149406796,5.555511272584274e-05,0.004790999928540665,0.009835165516987801,0.005829425614662718,0.002283501471653594,0.043283850238021594,-1.6541596053804326,True,False,0.029773139699253368,False,False,0.043187017970980734,False,False,0.002046605463832212,False,False
22,0.480196654,10,0.0006170132128624894,0.00036338765110554015,2.4887567879412576e-05,0.0015786125862505649,0.010191974634909751,0.006813982261121917,0.0020180628489630628,0.03869850889180586,-1.6565789296834195,True,False,0.02838579116452979,False,False,0.04006436223301735,False,False,0.0020121103826730275,False,False
23,0.499995188,10,0.0027765543862051487,0.0013909320563243437,4.249320645165018e-05,0.003235570192684841,0.011088826263703527,0.008741224771527946,0.002220883844527624,0.04100546014537892,-1.6331846532901235,True,False,0.02971650328699188,False,False,0.04170954919691504,False,False,0.0020703255525350386,False,False
24,0.523815676,10,0.0006150235429791081,0.000132363037974977,4.21211171029977e-05,0.0026393189202574825,0.009331297988026626,0.009001022028547882,0.002188162054725455,0.04043333546086593,-1.586671845433452,False,False,0.028171764974961624,False,False,0.04114395293593642,False,False,0.0017865709373151469,False,False
25,0.545510432,10,0.000605591551659638,0.0002456375785487948,4.891411996510163e-05,0.004003759884876911,0.009990005636186936,0.010582468782781018,0.0022277907282465307,0.03982581002824286,-1.5455752792160693,False,False,0.02818528616028283,False,False,0.04094522104392126,False,False,0.0016541212275626954,False,False
