step,timestamp_ns,experiment_time_s,reference_index,tick_dt_ms,solver_ms,px4_collective_command_newton,px4_collective_normalized,px4_thrust_body_z,state_raw_0,state_raw_1,state_raw_2,state_raw_3,state_raw_4,state_raw_5,state_raw_6,state_raw_7,state_raw_8,state_raw_9,state_raw_10,state_raw_11,state_raw_12,state_raw_13,state_raw_14,state_raw_15,state_raw_16,state_raw_17,state_used_0,state_used_1,state_used_2,state_used_3,state_used_4,state_used_5,state_used_6,state_used_7,state_used_8,state_used_9,state_used_10,state_used_11,state_used_12,state_used_13,state_used_14,state_used_15,state_used_16,state_used_17,control_raw_0,control_raw_1,control_raw_2,control_raw_3,control_internal_0,control_internal_1,control_internal_2,control_internal_3,control_used_0,control_used_1,control_used_2,control_used_3,reference_0,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17
0,1775260611977726169,0.0,0,0.0,26.39468999404926,47.769852460853784,0.7704814913040933,-0.7704814913040933,0.023065024986863136,0.028918316587805748,0.10001485049724579,0.0012403617147356272,0.012610238045454025,0.03174317255616188,0.99458560377894,-0.10392070683111787,-0.00019269753332922142,0.10392061132063035,0.9945855293431163,-0.00045282331058867607,0.00023871187361590614,0.00043034629237212983,0.9999998789093517,2.4768751245574094e-05,0.0003370227350387722,-0.00023677981516811997,0.023065024986863136,0.028918316587805748,0.10001485049724579,0.0012403617147356272,0.012610238045454025,0.03174317255616188,0.99458560377894,-0.10392070683111787,-0.00019269753332922142,0.10392061132063035,0.9945855293431163,-0.00045282331058867607,0.00023871187361590614,0.00043034629237212983,0.9999998789093517,2.4768751245574094e-05,0.0003370227350387722,-0.00023677981516811997,47.769852460853784,0.0009065324834505986,0.0018723613125996678,-0.0026993359412447004,-0.6110809525404567,0.0202073701021964,0.0292411126073168,0.003723061850290465,47.769852460853784,0.0009065324834505986,0.0018723613125996678,-0.0026993359412447004,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
1,1775260612030934040,0.053207871,53,53.207871,8.134632997098379,46.181352628551075,0.7448605262669529,-0.7448605262669529,0.023065024986863136,0.028918316587805748,0.10001485049724579,0.0012403617147356272,0.012610238045454025,0.03174317255616188,0.99458560377894,-0.10392070683111787,-0.00019269753332922142,0.10392061132063035,0.9945855293431163,-0.00045282331058867607,0.00023871187361590614,0.00043034629237212983,0.9999998789093517,2.4768751245574094e-05,0.0003370227350387722,-0.00023677981516811997,0.023065024986863136,0.028918316587805748,0.10001485049724579,0.0012403617147356272,0.012610238045454025,0.03174317255616188,0.99458560377894,-0.10392070683111787,-0.00019269753332922142,0.10392061132063035,0.9945855293431163,-0.00045282331058867607,0.00023871187361590614,0.00043034629237212983,0.9999998789093517,2.4768751245574094e-05,0.0003370227350387722,-0.00023677981516811997,46.181352628551075,0.0011239272895971,0.0021855511350074176,-0.002705058744664619,-1.0212442207830263,0.02593601637323035,0.03528803069752819,0.0036290664165972344,46.181352628551075,0.0011239272895971,0.0021855511350074176,-0.002705058744664619,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
2,1775260612043884615,0.066158446,66,12.950575,8.057748011196963,45.14074920147705,0.7280766000238234,-0.7280766000238234,0.023249784484505653,0.02901887707412243,0.10010255873203278,0.0013984269462525845,0.012682376429438591,0.03170351684093475,0.9945857203371555,-0.10392018022518679,-0.00019680705571711692,0.10392008051623414,0.9945856425459145,-0.0004628138318403911,0.0002438371055101425,0.00043985580148414756,0.9999998735351733,-0.00028759517590515316,-0.0006076523568481207,0.0005316943279467523,0.023249784484505653,0.02901887707412243,0.10010255873203278,0.0013984269462525845,0.012682376429438591,0.03170351684093475,0.9945857203371555,-0.10392018022518679,-0.00019680705571711692,0.10392008051623414,0.9945856425459145,-0.0004628138318403911,0.0002438371055101425,0.00043985580148414756,0.9999998735351733,-0.00028759517590515316,-0.0006076523568481207,0.0005316943279467523,45.14074920147705,0.0012308085118113473,0.0024553480079755083,-0.002741214618570295,-1.2899362872935922,0.028752480694225133,0.04049713864136553,0.003035216375113466,45.14074920147705,0.0012308085118113473,0.0024553480079755083,-0.002741214618570295,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
3,1775260612057642780,0.079916611,79,13.758165,8.275407992186956,44.44485853702131,0.7168525570487309,-0.7168525570487309,0.02380402199923992,0.029299797490239143,0.10032235085964203,0.0019721505232155323,0.01285222265869379,0.031366631388664246,0.9945850208157503,-0.10392728790509542,-0.00022143557600475764,0.10392716700066162,0.9945849317845421,-0.0005012608217000083,0.0002723310620329298,0.00047553329888026016,0.9999998498519459,-0.0004996903007850051,0.000738921167794615,-0.00024660894996486604,0.02380402199923992,0.029299797490239143,0.10032235085964203,0.0019721505232155323,0.01285222265869379,0.031366631388664246,0.9945850208157503,-0.10392728790509542,-0.00022143557600475764,0.10392716700066162,0.9945849317845421,-0.0005012608217000083,0.0002723310620329298,0.00047553329888026016,0.9999998498519459,-0.0004996903007850051,0.000738921167794615,-0.00024660894996486604,44.44485853702131,0.001341486302688486,0.0023826589720424745,-0.0027426168252762625,-1.4696207817256117,0.03166898971867406,0.03909369378174543,0.0030121855250590567,44.44485853702131,0.001341486302688486,0.0023826589720424745,-0.0027426168252762625,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
4,1775260612078195213,0.100469044,100,20.552433,8.66745899838861,44.010171045287514,0.7098414684723793,-0.7098414684723793,0.02552306279540062,0.030055882409214973,0.1007949560880661,0.003697094740346074,0.013293641619384289,0.030634483322501183,0.9945804674594692,-0.10397075325130056,-0.00035194186843135605,0.10397055504695207,0.9945804032303605,-0.0005411468542848514,0.000406297782299842,0.0005016224763261454,0.9999997916485128,-0.0007089669816195965,-0.00011111871572211385,0.000493271800223738,0.02552306279540062,0.030055882409214973,0.1007949560880661,0.003697094740346074,0.013293641619384289,0.030634483322501183,0.9945804674594692,-0.10397075325130056,-0.00035194186843135605,0.10397055504695207,0.9945804032303605,-0.0005411468542848514,0.000406297782299842,0.0005016224763261454,0.9999997916485128,-0.0007089669816195965,-0.00011111871572211385,0.000493271800223738,44.010171045287514,0.001379251120298203,0.002568272755180871,-0.002767058063392745,-1.5818605431961847,0.03266414358371346,0.04267743521505061,0.0026107450756523297,44.010171045287514,0.001379251120298203,0.002568272755180871,-0.002767058063392745,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
5,1775260612098123603,0.120397434,120,19.92839,8.716901997104287,43.65830877199715,0.704166270516083,-0.704166270516083,0.025917408987879753,0.030186552554368973,0.10082016885280609,0.004089053720235825,0.01317282672971487,0.030446330085396767,0.994578732455128,-0.10398600144005532,-0.00038292812768551173,0.10398578675465653,0.9945786801691522,-0.0005434036032940025,0.0004373584796499232,0.0005006385795401158,0.9999997790392711,0.00036003621062263846,0.0010920701315626502,0.00038924202090129256,0.025917408987879753,0.030186552554368973,0.10082016885280609,0.004089053720235825,0.01317282672971487,0.030446330085396767,0.994578732455128,-0.10398600144005532,-0.00038292812768551173,0.10398578675465653,0.9945786801691522,-0.0005434036032940025,0.0004373584796499232,0.0005006385795401158,0.9999997790392711,0.00036003621062263846,0.0010920701315626502,0.00038924202090129256,43.65830877199715,0.001375973334301423,0.0024499672657787813,-0.0027705538988614677,-1.6727141756922157,0.032577769503023386,0.040393249865293517,0.002553326963078493,43.65830877199715,0.001375973334301423,0.0024499672657787813,-0.0027705538988614677,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
6,1775260612118143267,0.140417098,140,20.019664,8.702047009137459,43.448188911689876,0.700777240511127,-0.700777240511127,0.0265085119754076,0.03037131577730179,0.10080038011074066,0.004722805693745613,0.013294586911797523,0.030114779248833656,0.9945759487424243,-0.10401330336914372,-0.0004399162003222157,0.10401306327002136,0.9945759259388592,-0.0005374317675330743,0.0004934299856678103,0.0004887596723375659,0.9999997588204174,0.00023860688088461757,0.0006170147098600864,-0.00012000938295386732,0.0265085119754076,0.03037131577730179,0.10080038011074066,0.004722805693745613,0.013294586911797523,0.030114779248833656,0.9945759487424243,-0.10401330336914372,-0.0004399162003222157,0.10401306327002136,0.9945759259388592,-0.0005374317675330743,0.0004934299856678103,0.0004887596723375659,0.9999997588204174,0.00023860688088461757,0.0006170147098600864,-0.00012000938295386732,43.448188911689876,0.001382124952426913,0.0025328052358414167,-0.0027685720463304776,-1.7269687918235685,0.03273987293529979,0.04199264545189718,0.002585878332485675,43.448188911689876,0.001382124952426913,0.0025328052358414167,-0.0027685720463304776,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
7,1775260612138120319,0.16039415,160,19.977052,11.602476006373763,43.38618897603919,0.6997772415490192,-0.6997772415490192,0.027070507407188416,0.03054627776145935,0.10066850483417511,0.005354098044335842,0.013251076452434063,0.029747001826763153,0.9945749358277636,-0.10402288772574586,-0.00047390759280502965,0.10402262827508801,0.9945749277860261,-0.0005427357602913017,0.000527793410960656,0.0004904942684310911,0.9999997404247443,-0.0007842921768315136,-0.0007277070544660091,-6.113841664046049e-05,0.027070507407188416,0.03054627776145935,0.10066850483417511,0.005354098044335842,0.013251076452434063,0.029747001826763153,0.9945749358277636,-0.10402288772574586,-0.00047390759280502965,0.10402262827508801,0.9945749277860261,-0.0005427357602913017,0.000527793410960656,0.0004904942684310911,0.9999997404247443,-0.0007842921768315136,-0.0007277070544660091,-6.113841664046049e-05,43.38618897603919,0.0014073166468913866,0.002732545762639321,-0.0027770910193938227,-1.7429776674433104,0.0334037080522146,0.04584913924073466,0.0024459566002585846,43.38618897603919,0.0014073166468913866,0.002732545762639321,-0.0027770910193938227,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
8,1775260612158864145,0.181137976,181,20.743826,8.132048998959363,43.32957070283517,0.6988640435941157,-0.6988640435941157,0.02743351273238659,0.030661432072520256,0.10058264434337616,0.005725936032831669,0.013279803097248077,0.02958972193300724,0.9945733420043542,-0.10403706950561364,-0.0004952519982849479,0.10403679938468247,0.9945733452585909,-0.0005431449835258255,0.0005490716046975403,0.0004886730889350993,0.9999997298594671,-0.0005401102243922651,0.0004854242433793843,-0.001014462555758655,0.02743351273238659,0.030661432072520256,0.10058264434337616,0.005725936032831669,0.013279803097248077,0.02958972193300724,0.9945733420043542,-0.10403706950561364,-0.0004952519982849479,0.10403679938468247,0.9945733452585909,-0.0005431449835258255,0.0005490716046975403,0.0004886730889350993,0.9999997298594671,-0.0005401102243922651,0.0004854242433793843,-0.001014462555758655,43.32957070283517,0.0014248848143202833,0.0025989644770111507,-0.0027604421980652128,-1.757596955092808,0.033866652952391406,0.04327001618249224,0.0027194087995455873,43.32957070283517,0.0014248848143202833,0.0025989644770111507,-0.0027604421980652128,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
9,1775260612178142927,0.200416758,200,19.278782,8.451596004306339,43.266763405124586,0.6978510226632998,-0.6978510226632998,0.027790850028395653,0.030803009867668152,0.10042895376682281,0.006108875852078199,0.013349748216569424,0.029379872605204582,0.994572057573446,-0.1040485948859684,-0.0005152892219996306,0.10404831366875888,0.9945720708963857,-0.0005454742697534832,0.0005692481235113735,0.0004888984916635154,0.9999997184673738,0.00034474581480026245,-8.106554741971195e-05,-1.9946563043049537e-05,0.027790850028395653,0.030803009867668152,0.10042895376682281,0.006108875852078199,0.013349748216569424,0.029379872605204582,0.994572057573446,-0.1040485948859684,-0.0005152892219996306,0.10404831366875888,0.9945720708963857,-0.0005454742697534832,0.0005692481235113735,0.0004888984916635154,0.9999997184673738,0.00034474581480026245,-8.106554741971195e-05,-1.9946563043049537e-05,43.266763405124586,0.0013651937112880669,0.00266151444860087,-0.002778769477561663,-1.7738142980062876,0.03229371190167941,0.0444777008762038,0.0024183883977805854,43.266763405124586,0.0013651937112880669,0.00266151444860087,-0.002778769477561663,0.017815880477428436,0.024871161207556725,0.09026731550693512,0.0,0.0,0.0,0.9945779329770817,-0.10399379880815673,-0.00031917830922447137,0.1039937679028391,0.994577981118793,-0.00011198813846393513,0.0003290937749975825,7.818838464791495e-05,0.9999999427919323,0.0,0.0,0.0
