step,experiment_time_s,reference_index,raw_u2,used_u2,baseline_u2,raw_sign_match_u2,used_sign_match_u2,raw_magnitude_ratio_u2,used_magnitude_ratio_u2,anchor_delta_u2,lateral_position_residual_x,lateral_position_residual_y,lateral_position_residual_norm,lateral_velocity_residual_x,lateral_velocity_residual_y,lateral_velocity_residual_norm,state_group_x,state_group_dx,state_group_theta,state_group_wb,reference_group_x,reference_group_dx,reference_group_theta,reference_group_wb,pred_error_x,pred_error_dx,pred_error_theta,pred_error_wb
0,0.0,0,0.0018723613125996678,0.0018723613125996678,-0.0011710118886111899,,,,,0.0,-0.0052491445094347,-0.0040471553802490234,0.006628196191484307,-0.0012403617147356272,-0.012610238045454025,0.01267109311568651,0.7402821387424667,0.0341787304769763,0.00037091794495896824,0.00041262876274240586,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.00048459938952537604,0.00351023053308127,5.2173407701587656e-05,0.0009574415335350167
1,0.053207871,53,0.0021855511350074176,0.0021855511350074176,-0.0011710508697220375,,,,,0.0,-0.0052491445094347,-0.0040471553802490234,0.006628196191484307,-0.0012403617147356272,-0.012610238045454025,0.01267109311568651,0.7402821387424667,0.0341787304769763,0.00037091794495896824,0.00041262876274240586,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0004129825804382826,0.0019365519588144069,3.12798628689996e-05,0.001258683604229868
2,0.066158446,66,0.0024553480079755083,0.0024553480079755083,-0.0009986019746246614,,,,,0.0,-0.005433904007077217,-0.004147715866565704,0.006835997342589502,-0.0013984269462525845,-0.012682376429438591,0.012759242525400357,0.7401963239809982,0.03417471671307089,0.0003788761672909507,0.0008571179792524133,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0006062486080373609,0.001321645035648582,4.4151440490347714e-05,0.0027248552968618736
3,0.079916611,79,0.0023826589720424745,0.0023826589720424745,-0.0015788909249131698,,,,,0.0,-0.005988141521811485,-0.004428636282682419,0.007447862660490855,-0.0019721505232155323,-0.01285222265869379,0.013002653765861082,0.7399824466630532,0.03395489040803532,0.0004069089579591273,0.0009254787210499981,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.001801963260145938,0.0019801868607843996,0.00013923095060841691,0.002439682868610166
4,0.100469044,100,0.002568272755180871,0.002568272755180871,-0.002249457087661704,,,,,0.0,-0.007707182317972183,-0.005184721201658249,0.00928881010794104,-0.003697094740346074,-0.013293641619384289,0.013798167161754518,0.7395306973645329,0.033598526754775405,0.0004310393311192033,0.0008708034329896159,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005142798477792087,0.0004504866379934736,6.35438146464535e-05,0.00430761109459095
5,0.120397434,120,0.0024499672657787813,0.0024499672657787813,-0.00276002460364185,,,,,0.0,-0.008101528510451317,-0.005315391346812248,0.009689589742368976,-0.004089053720235825,-0.01317282672971487,0.013792886731140258,0.7395106293026775,0.03342488226854949,0.0004361733853571327,0.00121398212344585,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0006745034295533888,0.0007061912376699962,7.809046669595478e-05,0.002936565255596855
6,0.140417098,140,0.0025328052358414167,0.0025328052358414167,-0.002985024867145567,,,,,0.0,-0.008692631497979164,-0.005500154569745064,0.010286570986035483,-0.004722805693745613,-0.013294586911797523,0.014108541199437098,0.7395384791173151,0.03325583977706312,0.00044267147080192403,0.0006723411691888135,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.000715409623913112,0.0007976676023140788,5.16922771396345e-05,0.0022780580509094823
7,0.16039415,160,0.002732545762639321,0.002732545762639321,-0.0029344072595500364,,,,,0.0,-0.00925462692975998,-0.005675116553902626,0.010856107382916688,-0.005354098044335842,-0.013251076452434063,0.014291864574526775,0.7396784813858432,0.03300214426962206,0.0004586173909833425,0.0010716387832418216,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005520215887794549,0.0008333236270265439,6.373958278814639e-05,0.004033295981303676
8,0.181137976,181,0.0025989644770111507,0.0025989644770111507,-0.0034120155819762545,,,,,0.0,-0.009617632254958153,-0.0057902708649635315,0.011226134102230249,-0.005725936032831669,-0.013279803097248077,0.014461656673900114,0.7397698553273545,0.03293465004969835,0.0004677354078791255,0.001247593694914291,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0006004175106425415,0.0008423403437001582,5.187361954550898e-05,0.004356318364442607
9,0.200416758,200,0.00266151444860087,0.00266151444860087,-0.003441566361228543,,,,,0.0,-0.009974969550967216,-0.005931848660111427,0.011605466215072484,-0.006108875852078199,-0.013349748216569424,0.01468108107810534,0.739929380656604,0.03284373718809387,0.0004789436255598377,0.0003547099733274845,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0007579056859393073,0.0008773635078374255,5.9829061140292644e-05,0.00361405102600447
10,0.220386407,220,0.0027131476116866735,0.0027131476116866735,-0.0036353042700856624,,,,,0.0,-0.010505978018045425,-0.006168734282255173,0.012183138214791948,-0.006673133932054043,-0.01352129876613617,0.015078336672134846,0.7401746988329523,0.03271507918803138,0.0004902222578685105,0.0009531200478919904,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0004886906595058439,0.000904422682364591,5.1370899569833884e-05,0.003831656274207088
11,0.240060521,240,0.0025050007949846747,0.0025050007949846747,-0.004166574333776501,,,,,0.0,-0.01068238727748394,-0.006260521709918976,0.01238174180099543,-0.006842184811830521,-0.013576646335422993,0.015203316043429435,0.7402790101870373,0.03264419068273475,0.000500177646069779,0.0013915093555077695,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0008194910359627807,0.0008550723806064576,6.447786030827164e-05,0.003933911674495913
12,0.260774904,260,0.002556677215386454,0.002556677215386454,-0.004288469431427177,,,,,0.0,-0.011211564764380455,-0.0065634120255708694,0.012991441870835804,-0.00741732120513916,-0.01360385213047266,0.015494561841109693,0.7406040335854158,0.03244288757778415,0.0005303415755301296,0.0015636092968419647,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0006741212492536125,0.0008085527179794448,5.4622670846578313e-05,0.004305188867431733
13,0.280360329,280,0.002458939635981652,0.002458939635981652,-0.004688601922530659,,,,,0.0,-0.011566663160920143,-0.006798421964049339,0.013416640335026337,-0.007748014759272337,-0.01357122603803873,0.015627216927061656,0.740868676761223,0.03225320880275314,0.0005424653635986583,0.0018503068450365756,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0009437819173738701,0.0007715089479018484,5.908102340421396e-05,0.003351388201366592
14,0.300030773,300,0.0026262166829896703,0.0026262166829896703,-0.0045646833095384495,,,,,0.0,-0.01207699440419674,-0.007160050794482231,0.014039947336744714,-0.008291118778288364,-0.013632268644869328,0.0159556071335933,0.7413506015809501,0.03206237597293735,0.0005640319536886951,0.0006752785244263704,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0007129448915292836,0.0007000243797590411,6.116861653645215e-05,0.004527894454217449
15,0.321148888,321,0.0025216465301720146,0.0025216465301720146,-0.004928130089666514,,,,,0.0,-0.01240975596010685,-0.00740385614335537,0.014450575378887462,-0.00867620948702097,-0.01366199180483818,0.016184147525839545,0.7416728168684867,0.0319227365443456,0.0005768670442132531,0.0015118000842927744,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005094381829425451,0.0007268232054506009,4.0089297133881934e-05,0.0023684320297250646
16,0.340487682,340,0.0025692961163726004,0.0025692961163726004,-0.004939921943832153,,,,,0.0,-0.012575598433613777,-0.007525509223341942,0.014655339130641567,-0.008868244476616383,-0.013672227039933205,0.016296488957088812,0.74182304614103,0.03183259007253983,0.0005902570493056604,0.0007214337419356563,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0007783198241549852,0.00042296099397825724,5.535198920209917e-05,0.0038946551171659557
17,0.361685956,361,0.0025731580047682963,0.0025731580047682963,-0.005063038597892006,,,,,0.0,-0.012877123430371284,-0.007790213450789452,0.015050173867762393,-0.009152978658676147,-0.013790247961878777,0.01655137327161353,0.7422260191737796,0.031594820743922905,0.0006082771313262179,0.0003950206751959981,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005501796456510535,0.0005154071965132835,4.7454506674136644e-05,0.0037151296987729798
18,0.382743769,382,0.0026873053226401026,0.0026873053226401026,-0.004867227139388068,,,,,0.0,-0.013027237728238106,-0.007922826334834099,0.01524729811999395,-0.009281708858907223,-0.013840432278811932,0.016664563750842565,0.742424491368687,0.03148685565028994,0.000609446961982962,0.0008838721219781243,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005409149558170394,0.00047834941265121543,3.829996461819107e-05,0.002839976027565465
19,0.401784404,401,0.002635063651272097,0.002635063651272097,-0.005032470992085547,,,,,0.0,-0.01317674107849598,-0.008055483922362328,0.015444006173048537,-0.009400484152138233,-0.013903463259339333,0.016783187805014897,0.7426152581980522,0.031385065096837486,0.0006102406583779945,0.00030700741556051464,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005785852544764393,0.00043749037325019737,4.907608154493849e-05,0.0038157815904274936
20,0.420683676,420,0.0025437080539001578,0.0025437080539001578,-0.005269736371959752,,,,,0.0,-0.013313006609678268,-0.008199004456400871,0.015635210873711253,-0.009565829299390316,-0.013971395790576935,0.016932365178025932,0.7428470475115929,0.03132021555786487,0.000617573672246442,0.0007729353481888173,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0005687607867238644,0.0003473324260261845,3.960944515359106e-05,0.002910023950609513
21,0.442239931,442,0.002594665726021696,0.002594665726021696,-0.005185725370479739,,,,,0.0,-0.013449054211378098,-0.008342551067471504,0.015826408862845573,-0.009670835919678211,-0.014023235067725182,0.017034558672006022,0.7430703023163999,0.0312051766160974,0.0006251142105962406,0.0003287239678020245,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0007817843940973344,0.0003272579149406796,5.555511272584274e-05,0.004790999928540665
22,0.46414432,464,0.0024329330910788757,0.0024329330910788757,-0.005575368422508204,,,,,0.0,-0.013720866292715073,-0.0086293313652277,0.01620887200373509,-0.00997896771878004,-0.01411272119730711,0.017284348304907986,0.7434921343170602,0.031083737455687384,0.0006249536551645308,0.0016225831941334534,0.7500000000000014,0.0,1.7489172710061033e-11,0.0,0.0006170132128624894,0.00036338765110554015,2.4887567879412576e-05,0.0015786125862505649
