step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.075409665,10,0.0001521303473818745,0.006029040309421863,0.00011165342663129313,0.0024615411602046675,0.00939779252082379,0.012570706715584617,0.0033974857554899414,0.04479054341832822,0.07391941387927875,False,False,-0.022093263444337926,False,False,0.006003265805158867,False,False,-0.00197485777030078,False,False
1,0.117117977,10,0.0002961046668103527,0.006362991605307227,0.00011545680568552572,0.0024462773302795803,0.00978358613937342,0.009213030055540356,0.004464913770639593,0.04989116840342974,0.12388642308576273,False,False,-0.024940709031328577,False,False,0.0061425330472208795,False,False,-0.0021236904849544977,False,False
2,0.178279362,10,0.0015793598277406681,0.0067194951630601745,0.00014395697191802373,0.003247060818126302,0.010208402614999314,0.019113591401592064,0.0050838991323866245,0.049829536071469185,0.15409946902193386,False,False,-0.026054408181656347,False,False,0.004506380735643946,False,False,-0.002121224583995496,False,False
3,0.2351323,10,0.002356780418272071,0.006747728059103926,0.0001550261516785443,0.0031458163478853074,0.012096714457122798,0.03289154554883269,0.006089794891332168,0.049232195278268456,0.195998010591523,False,False,-0.026395065820223388,False,False,0.005252365361426898,False,False,-0.0021834354204063873,False,False
4,0.277980574,10,0.0015594629288168222,0.0067161144924923425,0.00014549234651421733,0.002360248205287861,0.017083013639064126,0.042924747234703985,0.00740388714809518,0.04753560876968169,0.23942235326300462,False,False,-0.02726301979098095,False,False,0.005153079413156802,False,False,-0.0024907263064375667,False,False
5,0.334756151,10,0.0008269096465285862,0.003460804871357844,0.00016683352138643418,0.004461257086556146,0.023256848971800262,0.0436948273046645,0.008644887783908732,0.04486882228784477,0.26855977187762087,False,False,-0.029118955749630485,False,False,0.005046887403661818,False,False,-0.0024154987937137036,False,False
6,0.395734102,10,0.0011785137280440794,0.002312705011307553,0.00033185208351884315,0.008840955603876622,0.03133047044206343,0.051641760303610826,0.010553789500448364,0.028636682749793346,0.2605872289164881,False,False,-0.026881228321994233,False,False,8.856568219229432e-05,False,False,-0.0019324104111509868,False,False
7,0.442220311,10,0.0009257546921916019,0.0027831220759039097,0.0003980206723031414,0.00537959058405824,0.026328889095321422,0.18211955381933312,0.01110715813099465,0.024444780406968243,0.2099281448808843,False,False,-0.016166317082437705,False,False,-0.009504060834561158,False,False,-0.0003193120563073318,False,False
8,0.464328077,10,0.0007770505932071006,0.0028266105357153963,0.00037912504833488635,0.0061130514085056846,0.0229106436281946,0.21437257220270695,0.010744525284435027,0.02765004577787151,0.08766471593822994,False,False,-0.009903384487498468,False,False,-0.014691059670854125,False,False,0.001170258891407243,False,False
9,0.508204658,10,0.0027403044500895943,0.01545376333505099,0.0010400984926825718,0.007271947874685589,0.010426030638677093,0.1992566568731169,0.01140444690695789,0.17146767647651318,-0.050106762775276356,False,False,-0.0007033478056469428,False,False,-0.017064763654146213,False,False,0.0023772186498831715,False,False
10,0.554165788,10,0.0029076170630598303,0.012121710756257162,0.00092906301742655,0.007682752009380082,0.005842000297754226,0.05897153977320189,0.01118005507990607,0.23037621398392136,-0.30363342244004277,False,False,0.01698499325496258,False,False,-0.01871562877417844,False,False,0.004386956409548505,False,False
11,0.574432578,10,0.0014501599864282985,0.004521929497067607,0.000371167705207847,0.0030410957240203543,0.004441129466274562,0.07716352542708257,0.015865790858026092,0.17763496553759806,-0.590308966531529,False,False,0.03568027443878507,False,False,-0.018853268262652784,False,False,0.006618089986133036,False,False
12,0.621810658,10,0.003351638554957066,0.0072936722015216615,0.0007465414287101835,0.00249821810142651,0.005100146024688286,0.09491967130667298,0.020093545868065592,0.1309538364891999,-0.8745660312018803,False,False,0.04286984248195367,False,False,-0.016594099531359395,False,False,0.007103549654351176,False,False
13,0.668406221,10,0.004705586760015057,0.003497212331812416,0.0009517323141459395,0.0021813871331545437,0.006426220192871229,0.10174238015083346,0.02307813878885928,0.14982883465435554,-1.1648153160187091,False,False,0.050451243027614084,False,False,-0.008317051410940544,False,False,0.008554673994170384,False,False
14,0.713440081,10,0.004896123102082496,0.00745817399539335,0.0009474308514989171,0.004063772660195578,0.008026269711186671,0.05206982995012364,0.024790042808154025,0.08596918861281476,-1.4415005148645987,False,False,0.05350063918669791,False,False,0.002331124992790189,False,False,0.009650836013526237,False,False
15,0.825346288,10,0.007256411597937102,0.09466146837017546,0.0024176330551228813,0.020326217851888664,0.009389129680993848,0.03620342327848408,0.02368410639023301,0.0674486118500392,-1.6400843631354871,True,False,0.05062436525840888,False,False,0.010108985891725777,False,False,0.010081864210220807,False,False
16,0.894620311,10,0.0044231435260672775,0.12983018007538424,0.0025275224598349908,0.016496281910525337,0.014621435589838748,0.20323148007388223,0.01340582001096478,0.23501863621508445,-1.3101899880936614,False,False,-0.011247279576184795,False,False,0.0038074847271540387,False,False,0.006465378856877855,False,False
17,0.950722304,10,0.0007121298823504329,0.030142177842497966,0.00037033319847771054,0.004376259476193144,0.04171517121484743,0.3887130940195857,0.010332662825706386,0.34388445987293326,-0.22814984340852212,False,False,-0.09590611893960668,False,False,-0.02775713645644496,False,False,-0.0002378099368725453,False,False
18,1.020199792,10,0.01022401266785897,0.05241190747467756,0.0020647952021827323,0.1796510589476653,0.060393878336521954,0.47350528033436196,0.017309352271375613,0.42256193911794904,0.6679261580374954,False,False,-0.12699645001538054,False,False,-0.044969978448599235,False,False,-0.001300260172872632,False,False
19,1.049369468,10,0.001710135649964198,0.17791704924706672,0.005425706722473468,0.04885061124508149,0.09305243241741618,0.5333753280038431,0.061567684652475405,0.8063846636959647,1.9297315067304268,False,False,-0.23653507857866285,False,False,0.4350383020654588,False,False,-0.01044570187381563,False,False
20,1.059772098,10,0.0014277246547276508,0.032060420187244996,0.0044981408002763845,0.07458676217431053,0.09231691010408276,0.393342045970342,0.0908276624765028,0.9250280530684446,1.6950531082324805,False,False,-0.16723899345702697,False,False,0.5877585920655081,False,False,-0.005060443326789795,False,False
21,1.122691239,10,0.003062590465971245,0.024030581590933447,0.0027243068144612087,0.06273688612499377,0.11886957192915626,0.4045016087937864,0.10434076666559819,0.7594916867514778,1.3810371288011056,False,False,-0.09720888039348706,False,False,0.34411398281978994,False,False,-0.0028935101823484724,False,False
22,1.16918316,10,0.004439109260985609,0.002607959831579126,0.0016677363268739612,0.013982415833208027,0.13609436073919293,0.37741183302355297,0.1100399038901829,0.5782881321026706,1.1690098771675546,False,False,-0.04803710022009543,False,False,0.11313541674042826,False,False,-0.00308150708228966,False,False
23,1.212464178,10,0.004927309839809683,0.05998299179039873,0.0006959275364338441,0.08778183132786896,0.1606247148346737,0.2743999369560732,0.11358131643951117,0.30957610120776946,1.1579603599784773,False,False,-0.030865719914762942,False,False,0.09126547831432594,False,False,-0.002697049225280267,False,False
24,1.250687755,10,0.003545927209891271,0.04534107125916985,0.0021491715526197417,0.10389232314770337,0.15904938237326335,0.18742144428428403,0.09609685036822922,0.20497182126699243,0.7073617267230535,False,False,0.08100238887919922,False,False,-0.11317020643169651,False,False,0.0025301060468145035,False,False
25,1.282077015,10,0.011004083603188067,0.09433080234909898,0.01071959082692848,0.1830859031061011,0.16307230991422159,0.22155543917647522,0.018920105985622753,1.0768483161609053,-0.04107202940377382,False,False,0.19266464988477863,False,False,-0.35816554151739927,False,False,0.008268655210147307,False,False
26,1.330386682,10,0.008966146292432253,0.05608494190058168,0.0088853930459664,0.09774730551440536,0.1358076467417777,0.40707822537986393,0.12408282576572742,1.894174610640275,-1.3088406218473825,False,False,0.3630037992699838,False,False,-0.7585735768328107,False,False,0.022108081591696537,False,False
27,1.367236823,10,0.010632565475451132,0.05269202089546343,0.009845256172083107,0.07664358901955746,0.1102499152997841,0.5691334774343552,0.22233359018949111,2.550142202250801,-1.8421676916074343,True,False,0.4384925759361925,False,False,-0.9406571394739024,False,False,0.030366103907098423,False,False
28,1.415598184,10,0.02098087571218682,0.07749215020200188,0.01737875743058487,0.055726489368714396,0.07391249312646626,0.7817898510948206,0.3587531483941543,2.9886573956593607,-1.842171784467554,True,False,0.4733651673888918,False,False,-1.0308238845376763,False,False,0.03812314020893195,False,False
29,1.432661716,10,0.014423164179047642,0.02736553748276676,0.00936468917034608,0.0178805801308698,0.032511343761808684,0.9845148313013756,0.4808485256267816,2.214399426978099,-1.8421648881067505,True,False,0.47670530460601745,False,False,-1.0449770603801767,False,False,0.048993124313646344,False,False
30,1.480991633,10,0.01970358377675312,0.02485407736371978,0.00969660001458852,0.07979919427026724,0.05766142957427839,1.139220823567424,0.49805094374852377,0.9154894216101959,-1.842167309306917,True,False,0.42294338810837095,False,False,-0.961716006210017,False,False,0.05362182179125728,False,False
31,1.513264294,10,0.01322559111043461,0.0512124637077231,0.003553107662319438,0.11355982061245991,0.10638497576644015,0.8719927123885558,0.4285289490760428,0.7608765472947219,-1.842164456466286,True,False,0.2923152008438799,False,False,-0.7127587898611069,False,False,0.05278252812808384,False,False
32,1.581087132,10,0.02521459334200431,0.13088632354792484,0.006321033600477838,0.3493002191955218,0.15845836834277818,0.5827732594818777,0.09616286151243959,1.5584296548077448,-1.8419316275700561,True,False,0.1345692017713349,False,False,-0.4100855601495874,False,False,0.046101391489987924,False,False
33,1.610322521,10,0.007642415036208128,0.0666700200407434,0.01050717207040979,0.25391953156123553,0.1780828032226973,0.38568282648880275,0.10624618360209082,1.348040143699263,-1.8422472017109006,True,False,-0.2383182159380539,False,False,0.3834576567631691,False,False,0.028511538283208588,False,False
34,1.689452815,10,0.016429475063890888,0.2032697247042214,0.0833006059217074,0.8407217624641452,0.18218072051757292,0.27636023653720054,0.14205040344740577,1.5434983010531347,-1.8421681310412088,True,False,-0.5097432705715111,False,False,1.0142123309110713,False,False,0.015536459330530833,False,False
35,1.74797734,10,0.008799892759783873,0.1299757727056388,0.07277183543214616,0.45182813734536514,0.171582097024775,0.2263960762241824,0.3930024588893986,3.250835453276742,1.0884070295926243,False,False,-1.3492794335820049,False,False,3.811913373619512,False,False,-0.032621744967046375,False,False
36,1.795595149,10,0.008286046615374545,0.10303524766477212,0.05476966289462553,0.29312241280143914,0.14908029428395436,0.43268178374125554,0.6042730917957525,3.1295579072272552,2.8050479803060924,False,True,-1.5742623874924475,False,False,5.43994551207431,False,False,-0.07884772848023784,False,False
37,1.854218655,10,0.017788113791798597,0.15468994534035665,0.08565865224055003,0.03968961389458479,0.11981009850498485,0.618142047144425,0.7358813620824719,2.76475923010134,2.805059915355611,False,True,-1.4379697255696051,False,False,6.027343493321383,False,False,-0.11570715410564913,False,False
38,1.908462339,10,0.02954207141301019,0.17989380248810596,0.06208049781501513,1.0920442740186274,0.07911350150286953,0.841104271475455,0.8032642874158007,2.3617248661308325,2.805075884737792,False,True,-0.8156511057459808,False,False,4.842301315643544,False,False,-0.139071013175095,False,False
39,1.968668793,10,0.026012743807214002,0.1387045613940905,0.017454122265395656,1.3861982949940639,0.07409900518111771,1.1406863204670379,0.8535929252459649,1.6890336781737705,2.8048010636827616,False,True,0.16151366849771193,False,False,0.5477031139978379,False,False,-0.084357448618707,False,False
40,2.035723337,10,0.03293008122072428,0.3725358785167751,0.08177895991377974,1.1512116805889874,0.1201811029086946,1.1601148592973833,0.7742298578990903,5.023293335350881,2.8051249077867775,False,True,1.331813759018692,False,False,-3.6417125863170994,False,False,0.008025029988878947,False,False
41,2.133916185,10,0.060440099189582014,0.2998661025335101,0.32814548484206035,2.6551036736067815,0.15472951507784255,1.0563969573526277,0.8155403229901569,13.234710572226248,-1.8421548201707323,True,False,4.921556970659776,False,True,-6.40045645699273,True,False,0.0019449528450744124,False,False
42,2.194654779,10,0.010490034083695069,0.08746105901962498,0.06536246280782167,0.6563320892822495,0.17158490037984103,1.0183114217049722,0.7553859492648952,2.9715990064111995,-1.8421659472230154,True,False,0.13465373882018716,False,False,-1.3955928452360113,False,False,0.3105625005477001,False,False
43,2.227324463,10,0.001701517185334314,0.04533820418069494,0.03655931695038701,0.5287628626982336,0.24544158845843353,1.571360943605205,0.956721283349535,2.5224763185865924,-1.843960073399285,True,False,-1.902204952650599,False,False,1.6957646052653914,False,False,0.547856702044868,False,False
44,2.271452689,10,0.011009557171047029,0.08726690806979887,0.10501653208044127,0.9304989735919504,0.3296586543380359,2.0200345064018066,1.2447650465372058,9.312355772958165,-1.8421593149181825,True,False,-4.070441184023265,False,False,6.186498829775033,False,False,0.610968574495016,False,False
