step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.039538901,10,0.0003559987758267787,0.003246581379159005,6.423133637151314e-05,0.0017839249397471053,0.0030785202208968173,0.004825086526812558,0.0005018691146796383,0.007778908101762821,-0.4849723857167068,False,False,-8.778114181999729e-05,False,False,-0.005398903957642525,False,False,0.002642437275720629,False,False
1,0.046019286,10,0.0002538508634706998,0.0020052050923453214,4.537154888307939e-05,0.0018783811804106972,0.003161360219391718,0.0028108507486389015,0.00035089751666016406,0.007444033059159292,-0.8090956419234597,False,False,0.0025544040682919963,False,False,-0.003492493108895903,False,False,0.002528353170751711,False,False
2,0.059920297,10,0.000515444932364044,0.0010403624564882601,7.337513546286932e-05,0.0009141821172718417,0.003312875125454853,0.0033352717370137633,0.0004569278031679496,0.009489775403941417,-1.0291786498685587,False,False,0.004997677775808652,False,False,-0.003019602539068808,False,False,0.001943834983725519,False,False
3,0.079901233,10,0.0002678346193886728,0.0006340630652414728,4.951476141793419e-05,0.0005277591884649726,0.0038213287075592843,0.004213742775235742,0.00048536857906809525,0.011422028372331843,-1.1729450902097152,False,False,0.007228502414214024,False,False,-0.0010140300671678533,False,False,0.0019815362044769717,False,False
4,0.100147745,10,0.00029451418307856035,0.00020140076463396188,3.3475864519091935e-05,0.0014183720052242277,0.004166589530564756,0.005027234706601713,0.0004939485711505118,0.012498292487825836,-1.2720836372450712,False,False,0.007865996831013163,False,False,0.0010481620606925485,False,False,0.001916239041983744,False,False
5,0.120761831,10,0.0003734816124213884,0.0003612928672719094,3.297021784746009e-05,0.0008999589960127863,0.004504802663403719,0.005825271440230253,0.0003880462470927957,0.011776522468378972,-1.3495831962737803,False,False,0.007039355481069295,False,False,0.0026023390459347963,False,False,0.001855961770676884,False,False
6,0.140852432,10,0.0003657210997157175,0.00045634527991503666,4.8492939593448126e-05,0.0016596188738337988,0.004695145917631112,0.005931454013915936,0.0005422011258429455,0.014342221228498835,-1.3903174670846485,False,False,0.009132316841826171,False,False,0.002225602445240129,False,False,0.0017500836538322658,False,False
7,0.162274867,10,0.0004339491618824542,0.0005772553613991282,3.444090828471631e-05,0.0012193729154140027,0.004822378468686323,0.00611794322265211,0.0005102964628680586,0.013086319505048653,-1.4177903062757824,False,False,0.008504787891553671,False,False,0.0055063897138131835,False,False,0.0016796450815367728,False,False
8,0.185002993,10,0.00039271478384940954,0.0005278622400009651,2.750565363209329e-05,0.0010511462799050759,0.005990134119335498,0.0061753760895924955,0.0004658815675902415,0.01505198879768613,-1.4333460465957375,False,False,0.009728807567839164,False,False,0.0034769725138442866,False,False,0.0019335039590843998,False,False
9,0.209930362,10,0.0004206263817835065,0.0005515555312650435,3.145837147778845e-05,0.00261846769878453,0.007084094320047852,0.006657305385004847,0.0004370275485075911,0.01509472826982892,-1.4437259734824488,False,False,0.009943303116171861,False,False,0.0033589266086561376,False,False,0.0019474376063942846,False,False
10,0.236047812,10,0.00044299357737048685,0.0005793021314464595,2.4082863468945935e-05,0.0014968641875966744,0.007432110626630258,0.006765989102803172,0.0002178189485622685,0.012614739153274204,-1.459816331033588,False,False,0.007646339405757804,False,False,0.006516195274720462,False,False,0.0017410874531051217,False,False
11,0.259875996,10,0.0004370786236211097,0.0006084752665369084,2.9505669529494986e-05,0.0024856846184619866,0.007576754057209542,0.00653902980354395,0.0003377706427823628,0.013898278382869429,-1.4636070450779461,False,False,0.008952870655092777,False,False,0.004995738986662279,False,False,0.0015088845385777888,False,False
12,0.283050828,10,0.00043367692637108273,0.0006929116715982736,2.2484073508393905e-05,0.001334053905218091,0.007724011162344435,0.006610427138100754,0.00023135990371648987,0.01057801550089137,-1.4832528902599227,False,False,0.007290927947535455,False,False,0.004132747517917528,False,False,0.0014486316971284914,False,False
13,0.307639601,10,0.0005849782110757441,0.0007900819849781009,3.9242690157857555e-05,0.0015265733810871417,0.007884593223676389,0.006232343707126004,0.00036595952583122325,0.012367323592786517,-1.4749449748674102,False,False,0.009208846932184036,False,False,0.005359192165291674,False,False,0.0011956416745263806,False,False
