run_id,run_family,controller_variant,scenario,word_length,realizations,success,hover_rmse_m,tracking_rmse_m,max_error_m,solve_time_ms_mean
20260404T064853Z_offline_quantized,learned,learned_edmd_mpc,hover_5s,12,1,True,0.0009158672882573618,,0.0019208527949515495,0.05252295086393133
20260404T064947Z_offline_quantized,learned,learned_edmd_mpc,hover_5s,12,1,True,0.0009158672882573618,,0.0019208527949515495,0.05202705069677904
