step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.054152168,10,0.0002351089974595289,0.005556947396838506,9.032183788043458e-05,0.0015932065646163934,0.00971900599752789,0.051651999924131574,0.0009784061010239397,0.005423203285156728,-0.1549964716178752,False,False,-0.0024899435660069406,False,False,0.018894602265233273,False,False,-0.00021328719459563035,False,False
1,0.066996971,10,0.00036442749247346274,0.005200379754719917,8.554186054509284e-05,0.0019382737953844115,0.010127006904458847,0.051363718194667146,0.0010167134847612034,0.004954813493288022,-0.2591338769416,False,False,-0.0018428679957791646,False,False,0.02153599573920642,False,False,-0.0003577409111913072,False,False
2,0.085282574,10,0.0003543381033195449,0.0049372422655010306,7.332426595209814e-05,0.0014755096471288584,0.010338691746946498,0.05149408895980315,0.0010077670302538878,0.003881271271433463,-0.3207276249320203,False,False,-0.00041729508852898913,False,False,0.021772722909746897,False,False,-0.0002806486743407905,False,False
3,0.100028151,10,0.002411609061077485,0.005944702779124308,0.0001754765651660446,0.002365666403175641,0.010779488304762183,0.05189473471888831,0.001136793257020062,0.0052858380727147025,-0.3658460790720235,False,False,-0.0007621593524956798,False,False,0.022708582869550197,False,False,-0.0006469861118003565,False,False
4,0.120043979,10,0.0008654057365946217,0.005151793342573602,8.742770838434886e-05,0.0022249532010196155,0.008489194845885714,0.05159488729249473,0.0010199551557785235,0.003673220442563502,-0.35568080436668387,False,False,0.00034457068605449543,False,False,0.022118669782743364,False,False,-0.0006077334854820922,False,False
5,0.140008679,10,0.0006114054345429379,0.005019151782521518,9.96262307572701e-05,0.0024506418951200635,0.00874805707661266,0.05172659115064105,0.0011705370001258923,0.0057110594667531414,-0.35862964548272036,False,False,-0.003350685801535255,False,False,0.02546419414798114,False,False,-0.0011510383042663784,False,False
6,0.161229768,10,0.000385813679203797,0.004830958614985406,8.101952033990152e-05,0.0025120252274856065,0.008249945341417349,0.05201968577647228,0.0010016921073480486,0.004986934992373177,-0.34958303436836985,False,False,-0.003041641093889392,False,False,0.02434413758588957,False,False,-0.0007683291623421806,False,False
7,0.181537795,10,0.0008742035136172756,0.005110274676395876,8.232205710843467e-05,0.0016420728973119516,0.008208433340256288,0.052448847229333,0.0009829508163164012,0.007932253123486907,-0.35147670187682967,False,False,-0.0030571242019078863,False,False,0.020916960205563447,False,False,-0.0007413620429293421,False,False
8,0.20011213,10,0.0011039519739486996,0.005324036542800889,0.00013546834755124207,0.00393735253801072,0.008607421423723565,0.05312415120722569,0.0011974478741170616,0.006886642786903615,-0.333103946879797,False,False,-0.003289854530115861,False,False,0.024075692807526874,False,False,-0.0012606370337376555,False,False
9,0.220036928,10,0.00037435960635076034,0.0050291548635855035,8.076338825306606e-05,0.000978467792990577,0.008076632557673625,0.05335444466529453,0.0009513498034620193,0.00871856985621242,-0.31706560614233437,False,False,-0.0028129550775089253,False,False,0.018819691735730722,False,False,-0.0006642237478733672,False,False
10,0.240098643,10,0.0005996380436271393,0.005194232172948483,9.685308511623607e-05,0.0005460953545792642,0.00800341652746736,0.05371789334162435,0.00102407353644888,0.009043548933258505,-0.3023878319848409,False,False,-0.003583836343783303,False,False,0.020416798187595307,False,False,-0.000880042372750272,False,False
11,0.261344393,10,0.0005741191436335265,0.0052166048705787815,9.566530607913457e-05,0.0020974902437461323,0.007785455273622664,0.053961760296561904,0.0010084886946744552,0.009027576963946125,-0.282737572236009,False,False,-0.004642967939868566,False,False,0.023636019429899444,False,False,-0.0009274422368062226,False,False
12,0.28046969,10,0.0007705417299270601,0.005381125875522251,0.00010754016936219025,0.0015109049403562655,0.007454803160486458,0.05430958154231453,0.0009292850991300612,0.008963344535902511,-0.2658231542597219,False,False,-0.004441534547654913,False,False,0.021978409917490057,False,False,-0.0007253311034160626,False,False
13,0.303502937,10,0.0001782298052490781,0.00523061799443109,7.619009532486528e-05,0.001363530193627984,0.0069093899419491915,0.05454608756279923,0.0009135640082365438,0.00896689884390491,-0.24428302679721364,False,False,-0.004258752181698456,False,False,0.02161695129049394,False,False,-0.0007380532473667344,False,False
14,0.32010141,10,0.0011958689907873624,0.0056411748724013305,0.0001412996314028142,0.0017377986432764686,0.007407016225328103,0.05513361014272488,0.0009243967415206507,0.009971842985149658,-0.22987411989648887,False,False,-0.004358411098925783,False,False,0.021473445423617968,False,False,-0.0007220019670057283,False,False
15,0.342330937,10,0.00017024675189740993,0.005286399528660607,8.127224532585142e-05,0.001432941862390264,0.006794174584275605,0.05490462815647072,0.0009405527144035001,0.01177433696046171,-0.22870305911683272,False,False,-0.006409982345472974,False,False,0.020341787966990623,False,False,-0.0009209322356814306,False,False
16,0.366632474,10,0.00031050627618599914,0.00530806154243237,8.69204651084352e-05,0.0020992403104712056,0.006815751410387515,0.05518645597506717,0.0009468203083507547,0.012142876560203953,-0.22781925780047887,False,False,-0.00664934140292702,False,False,0.02021612484431788,False,False,-0.0009413764091670258,False,False
17,0.380006839,10,0.0013218625990208874,0.005732805611993962,0.000133132020626042,0.0009624779296204164,0.0066874529614428645,0.05562684458875744,0.0009417475961168603,0.010859600200016922,-0.21274254840546672,False,False,-0.005278478782550244,False,False,0.02038527172640352,False,False,-0.0009423108140989609,False,False
18,0.400121289,10,0.0005994021119566084,0.005517748737831339,0.00010649763720706699,0.001740135022125651,0.005682785196907798,0.05527428080961294,0.0009243852091091981,0.01199314568734928,-0.19637729513427546,False,False,-0.00638877293277512,False,False,0.021267645971538168,False,False,-0.00101533005449796,False,False
19,0.420275617,10,0.000262615195457732,0.005442228458898781,9.50995067924624e-05,0.0009386404728489688,0.005171630364820707,0.05531950241768669,0.0009574718439505085,0.012881364360764477,-0.18559203410375483,False,False,-0.006806330747573663,False,False,0.020363151451398803,False,False,-0.0011034941845169826,False,False
20,0.44890026,10,0.00037809813473234106,0.005484247597556005,8.902850958867005e-05,0.002172036389089723,0.005057048720409366,0.05530400889074938,0.0008927867165609626,0.012576759727489398,-0.17616471820507368,False,False,-0.007639393870932095,False,False,0.02229424947805526,False,False,-0.0010012008560152108,False,False
21,0.463009146,10,0.00024077062965975978,0.0055705440557003195,9.532479196895436e-05,0.000948822062689467,0.0047911226127726695,0.055490454829749694,0.000922562429805216,0.011869965707699617,-0.16369139033766966,False,False,-0.006772421604756829,False,False,0.02126663012946373,False,False,-0.0010622890680363106,False,False
22,0.481483571,10,0.0002379306046754955,0.005585882311100574,8.678665775656148e-05,0.0031066254374611958,0.004651360565285309,0.05525854264574908,0.000962406688400466,0.014380664183263387,-0.16857828434719818,False,False,-0.008905425423086671,False,False,0.02244212415401007,False,False,-0.0012169803434180935,False,False
23,0.500640146,10,0.0006297283937419342,0.005816318417065219,9.416101710741617e-05,0.002772802041171434,0.004422176003488809,0.055231089672527774,0.001022701543155089,0.01332775485908075,-0.16676503122710049,False,False,-0.007329988263207401,False,False,0.018966926951091333,False,False,-0.0011623849388038541,False,False
24,0.525402883,10,0.0007186567828223328,0.005628747909303047,0.00010361380809142477,0.0011495144712914056,0.003836534250621959,0.055080272482139314,0.0010099685890458563,0.012108415511449484,-0.15031374181305485,False,False,-0.005707989041968031,False,False,0.0172933937764149,False,False,-0.0009435259892445263,False,False
25,0.554977415,10,0.0001546083567102959,0.005581175499152552,8.000985829700938e-05,0.0015503920168560093,0.003242483172790035,0.05461565240469964,0.0009280164557637482,0.014358053781775675,-0.15519980502564149,False,False,-0.009640055740204129,False,False,0.02169652310625782,False,False,-0.000982482741814346,False,False
26,0.561025529,10,0.00014912000105680531,0.005587559735164075,7.69508983943294e-05,0.0039656034557087666,0.0032097213050639685,0.05447781700931471,0.0009237265103477458,0.013014723095586773,-0.15847038157601231,False,False,-0.010034953176964397,False,False,0.022142359856563196,False,False,-0.0009897344402025729,False,False
27,0.580084766,10,0.00059881949981328,0.00544381257885884,0.00011405901647775196,0.002114734106023737,0.0030825573624137376,0.054560563364557536,0.0011758275114965857,0.01397563370707472,-0.15530647164067654,False,False,-0.007441410199369631,False,False,0.017510248574228865,False,False,-0.0013549317622022438,False,False
28,0.605189986,10,0.00015344849404612856,0.005588439410614882,7.758510442026905e-05,0.0015715408895199462,0.0030655429987626382,0.0544620769809785,0.000916120526045677,0.014310908730577028,-0.15301501596528652,False,False,-0.008717658179292095,False,False,0.021162894090511423,False,False,-0.0008488821992102047,False,False
