realization_index,success,prediction_rmse_x,prediction_rmse_dx,prediction_rmse_theta,prediction_rmse_wb,position_rmse_m,velocity_rmse_mps,theta_rmse_rad,wb_rmse_rad_s,final_position_error_m,max_position_error_m,A_relative_difference,B_relative_difference,fit_duration_ms,simulation_duration_ms,solve_time_ms_mean,solve_time_ms_max,solve_iterations_mean,solve_iterations_max,solve_converged_fraction
0,True,0.00031987012751217957,0.19391229764873613,0.17208929000775589,0.09233195365013933,0.0009158672882573618,0.114659195738726,9.280301162434645e-06,0.0016634855874828763,0.0019208527949515495,0.0019208527949515495,1.4823790638288616,1.1008762166206494,28.36175000993535,3.5862919758073986,0.05252295086393133,0.07849998655728996,10.0,10.0,0.0
