step,experiment_time_s,replay_horizon_steps,one_step_error_x,one_step_error_dx,one_step_error_theta,one_step_error_wb,replay_error_x,replay_error_dx,replay_error_theta,replay_error_wb,control_internal_0,control_internal_near_lower_0,control_internal_near_upper_0,control_internal_1,control_internal_near_lower_1,control_internal_near_upper_1,control_internal_2,control_internal_near_lower_2,control_internal_near_upper_2,control_internal_3,control_internal_near_lower_3,control_internal_near_upper_3
0,0.036235823,10,0.00020243488157185583,0.0055354080565013526,8.60015945780933e-05,0.001317840228464914,0.007341023899531683,0.050711269959942136,0.0008893145171451082,0.007504400340923597,-0.1041218257753036,False,False,-3.0190897700248552e-05,False,False,0.008451031104311935,False,False,-0.0003968011089379049,False,False
1,0.046138514,10,0.0005686057096115292,0.005460171269171034,8.84440250443686e-05,0.0011260773227394002,0.0076830775652400795,0.04996812686482565,0.0008959384779407529,0.0048857316222679905,-0.1740059738284606,False,False,0.0005717063774886085,False,False,0.0098115247343749,False,False,-0.0005216091980619526,False,False
2,0.059974564,10,0.001750365083741771,0.0056459973187857814,9.715718871213605e-05,0.00318649365348165,0.007438081591603154,0.04918671982122173,0.0007168922537905209,0.0049878222785006395,-0.21728912682694304,False,False,-0.00047094333304659793,False,False,0.012976703809145475,False,False,-0.0003367707953921996,False,False
3,0.079943727,10,0.000191669601428308,0.004869806598497877,7.489447393077893e-05,0.0010835561360532215,0.005958792699831685,0.04802793621129369,0.000827131003999096,0.01016263923290007,-0.26275473453489,False,False,-0.0014773778680371912,False,False,0.006816862860067074,False,False,-0.0005372585620281894,False,False
4,0.124905399,10,0.0002945704774921618,0.004764035385509936,7.804111283516314e-05,0.0017849351789673835,0.006486388788129134,0.04795074409408838,0.0008295249905084493,0.008381598533296586,-0.29294012147643816,False,False,-0.0013620815070942403,False,False,0.006431954167834368,False,False,-0.0005967374095770605,False,False
5,0.149261052,10,0.00028899265574292737,0.0047108296418154755,7.197809407782865e-05,0.0013002206101100013,0.006744407183915192,0.047998379710643385,0.0006716135575944698,0.004311351075706929,-0.2949419017158517,False,False,-0.001345619754415333,False,False,0.011678414840422771,False,False,-0.0005645636902765293,False,False
6,0.197982334,10,0.0008124440627724993,0.004858631253913755,6.600798296728874e-05,0.001827576665446832,0.007000501608264462,0.04790202728992758,0.0006142524563465639,0.006096941465604272,-0.304118695256482,False,False,-0.0019386418793376247,False,False,0.010894901253882223,False,False,-0.0003944594572758741,False,False
7,0.234766993,10,0.0012660404750209533,0.004955777944908978,8.715334748272664e-05,0.0012162943339793745,0.006495257799531285,0.047655031267281156,0.000717135611735459,0.007661627039211022,-0.31084762430920526,False,False,-0.001632200431941627,False,False,0.007928825338944616,False,False,-0.0005372066092539228,False,False
8,0.250984303,10,0.0002136253182536091,0.004695626016743549,7.301389116940819e-05,0.0018617105987013866,0.005555719117677476,0.04726522263716494,0.0007250621729967002,0.006607475001359257,-0.30441205531684945,False,False,-0.0016304863791922223,False,False,0.008298165562535337,False,False,-0.0008707197153467165,False,False
9,0.267913126,10,0.0006726464428206664,0.0047092065111419956,7.339495582622158e-05,0.001655539585163012,0.005676524903081107,0.04711012046951646,0.0007028979125272915,0.009102761191528684,-0.3105133625967071,False,False,-0.0021967508988753356,False,False,0.005753049033240236,False,False,-0.0005849486092453524,False,False
10,0.286390012,10,0.00038705476651958545,0.0046145166351786,7.294054694043458e-05,0.0019367351590832056,0.0053540061937430525,0.04706072152846715,0.0006496254261060467,0.007437830119070234,-0.3013973088877253,False,False,-0.0024168071565153094,False,False,0.00892942907215983,False,False,-0.0009153428154737423,False,False
11,0.311851513,10,0.00037527978422925837,0.004705409986172386,5.280767271898615e-05,0.002292659073486312,0.005532071072378933,0.046949327064291585,0.0006904197388657626,0.010412209324980591,-0.3091858496370215,False,False,-0.003024262946301358,False,False,0.005847938427302762,False,False,-0.0007096035972917247,False,False
12,0.322719557,10,0.00036331908300047116,0.004653750169652095,7.898462655315784e-05,0.0013546681151065875,0.007250635561602879,0.0471399633387122,0.0007808191698683119,0.007558350436305351,-0.2994932909231416,False,False,-0.0013789555255188312,False,False,0.005310855896312163,False,False,-0.0011288972054402332,False,False
13,0.349679359,10,0.0005603112121050405,0.004697846479914484,6.435115498613475e-05,0.0017450763963906533,0.008113989836923291,0.04728294238133224,0.0006556784506046653,0.006251654413971351,-0.2803579439931097,False,False,-0.0009771431028448403,False,False,0.00766593213165622,False,False,-0.0010174859041803914,False,False
14,0.376791603,10,0.0005424472284828015,0.004695097430591976,6.519984529132237e-05,0.0009141838497391604,0.007687794269427012,0.04704789208491138,0.0006602352069713155,0.009612303395259586,-0.2886587488272083,False,False,-0.002836319233602994,False,False,0.005388255202367134,False,False,-0.0007773443000405046,False,False
15,0.39903394,10,0.00053687662243027,0.00464710247192584,5.923874995961882e-05,0.0014903808239559754,0.007045423641704501,0.04698479389741829,0.000671027801817373,0.011080171877298239,-0.3006010534065709,False,False,-0.003716611662254521,False,False,0.003980368686445772,False,False,-0.0006038612226761091,False,False
16,0.413300317,10,0.00031377013939007766,0.004582963375382048,5.135502689369417e-05,0.002299621687417036,0.006800609846080827,0.04708298000188933,0.0005320384397533161,0.010776265421125048,-0.29682759745534715,False,False,-0.003083198584122235,False,False,0.00439989056935208,False,False,-0.0003221824706970438,False,False
17,0.4286933,10,0.0003082809083085179,0.004600587000536776,5.291898035232922e-05,0.0008283854838311899,0.0065753655726755265,0.047508689481103074,0.0006268564372416956,0.008304447353075721,-0.28873251895730656,False,False,-0.0015816789278433844,False,False,0.002393872155750164,False,False,-0.0007009103053994313,False,False
18,0.44608261,10,0.00029823359821175635,0.004607051740665192,3.667581238918476e-05,0.0034850782562675423,0.006317421611952021,0.047439694519282954,0.0005863584001269375,0.010306902437926832,-0.2945306352265983,False,False,-0.003313892971093483,False,False,0.0028671870904410845,False,False,-0.0005259759304126739,False,False
19,0.466558269,10,0.00033133097922756564,0.0046385386633532,7.128647787916523e-05,0.001660872558755323,0.0069035538238395875,0.047634248578571604,0.0008252994876406002,0.010751487653886366,-0.2906764068365702,False,False,-0.00094818050079244,False,False,-0.0010532775124552022,False,False,-0.0011258129625835197,False,False
20,0.48317556,10,0.0005737048571184997,0.004656206047076958,6.109961363731153e-05,0.000662167729976211,0.006698927493974891,0.04777306276045743,0.0006377839791399173,0.008592553162690437,-0.2762346381036644,False,False,-0.0004098742337803756,False,False,0.0002947733552144875,False,False,-0.0008369823292154782,False,False
21,0.502654737,10,0.002294539243345315,0.004786670958947079,5.224923422547483e-05,0.0022544764879649827,0.006089219123392826,0.04771768448516468,0.0005126618825424107,0.008403882205656457,-0.2661681628732917,False,False,-0.0016303948693162386,False,False,0.0026954132140292967,False,False,-0.0007367203815800723,False,False
22,0.520689389,10,0.0012384643242727646,0.004753402888303984,7.767538176463891e-05,0.0011913287264030087,0.0044531464857578435,0.047330499992091844,0.0006980295128410952,0.011561234849920077,-0.2652911106346083,False,False,-0.001044517175526886,False,False,-0.003437169353204118,False,False,-0.0008267628217698505,False,False
23,0.539987535,10,6.72694743386276e-05,0.004733246035548033,5.766429818527212e-05,0.0015672374965835264,0.003463668758896577,0.04714567703711212,0.0007292697822088968,0.01059822055324708,-0.25881235106261746,False,False,-0.0006261669298826132,False,False,-0.00428784967765633,False,False,-0.0010614692207087943,False,False
24,0.565920681,10,0.0002070338015314008,0.0048049552346575925,6.118822704702239e-05,0.0007905865168904952,0.0033015696427729398,0.04718521183679293,0.0007251010651541321,0.010465358568286962,-0.2486304271649548,False,False,0.0005923176722047817,False,False,-0.005964288059194042,False,False,-0.0009274893035439875,False,False
25,0.584748588,10,0.0002607707793639185,0.004719234925290826,6.010551907478286e-05,0.0018476018610911868,0.0033518704945887778,0.047023984584412135,0.0007161911915327916,0.010841503589983984,-0.2418104569747271,False,False,0.0006657697461145577,False,False,-0.006176920154869458,False,False,-0.0009053364407049375,False,False
26,0.610578459,10,6.784205717714153e-05,0.0048467634925063365,5.8248914690725914e-05,0.003025499827231037,0.0033246939636238006,0.04643426826233665,0.0007559825892319515,0.008985713871455515,-0.2451119562321152,False,False,-0.0016706067876521298,False,False,-0.002303276294064234,False,False,-0.0012465084741409343,False,False
27,0.624259664,10,8.263379742474534e-05,0.004777991772207732,6.411336862567344e-05,0.001560105908892345,0.003240362878484632,0.046012395226853575,0.0008362003015572918,0.011744535038994555,-0.25738100721833074,False,False,-0.0006177094315752095,False,False,-0.008761932160813505,False,False,-0.0010512472004830353,False,False
28,0.639846896,10,0.0010094522680525247,0.004514978515405211,6.726369355860718e-05,0.002064324944628283,0.0030600379164686855,0.04566767934412822,0.0006649824030359388,0.01033719980918849,-0.2578877148675668,False,False,-0.0006636368480711449,False,False,-0.007257952535215037,False,False,-0.0006990109942448922,False,False
29,0.668180246,10,0.00020670964524481758,0.004716221707895638,6.322540003500556e-05,0.0010835868695565647,0.002077192728539909,0.0452384931410692,0.0007653099180861089,0.01111731343048782,-0.24568306643861615,False,False,0.001270379788444185,False,False,-0.00796369940463518,False,False,-0.000879931097651132,False,False
30,0.681930328,10,0.00011263159415183715,0.004672171652740817,4.986294929678391e-05,0.0021074911509212785,0.001773683534762763,0.04439818674199916,0.0006923319432636221,0.011518528066884628,-0.2572490103192608,False,False,-0.0013341571834243158,False,False,-0.006798152061312852,False,False,-0.0008628383859470071,False,False
31,0.69995246,10,0.0008945940066422254,0.00423856494841269,0.00011574730605640886,0.002150422391249978,0.0016188107775620254,0.04398002316322337,0.0008219506532866941,0.011645295975715588,-0.26407770437347783,False,False,-7.002090179105055e-05,False,False,-0.009772644969641515,False,False,-0.0010545622815348805,False,False
32,0.72049813,10,0.0002775511526616599,0.004446650978868827,9.166367225839403e-05,0.0019505819078249498,0.0007279026077048832,0.04344140724480227,0.0005531998184506225,0.012366482043225447,-0.2683372877644824,False,False,-3.303210809727491e-05,False,False,-0.008004998469218738,False,False,-0.0005239441224727226,False,False
33,0.749217868,10,0.00019052787620887137,0.004599455726356388,5.0493464746100097e-05,0.0007346006414265005,0.0007992773244966447,0.042992422205422716,0.000667278314768037,0.013301914171499875,-0.2792034243901543,False,False,0.0010473992379985253,False,False,-0.011497500132499448,False,False,-0.000626107774461515,False,False
34,0.763186427,10,0.00013708649713545408,0.004556998977431947,5.307005685673672e-05,0.001236871924647904,0.0010094958806922416,0.04251647240207551,0.0006582512563833795,0.01148799410173731,-0.2864006561499975,False,False,0.0012146390722023118,False,False,-0.011784602819797221,False,False,-0.0006464793859725346,False,False
35,0.779961107,10,0.0006261701489455822,0.0043197914166797895,0.00011127077050575712,0.0009637983444697851,0.001539442326227434,0.04175597364322624,0.0006955625830606924,0.011238491791423461,-0.2874000330653436,False,False,0.0012742948900425102,False,False,-0.010235479538760648,False,False,-0.0008417321835887668,False,False
36,0.800155094,10,0.00029509711893719486,0.0043106429989849355,8.767244012872239e-05,0.0008769881979978544,0.0015002936687606167,0.04120954337629695,0.0006697800523105051,0.013132232115700183,-0.30359282687573025,False,False,0.0012546650675129712,False,False,-0.01281940260131997,False,False,-0.0006062344235535606,False,False
37,0.824456104,10,0.0001755997249616528,0.004365655502104314,3.4628477070627775e-05,0.0006439012673817848,0.0021300801740235893,0.040389215575778514,0.0006063504278157139,0.014124932281920499,-0.32536371647697954,False,False,-6.817065019586066e-05,False,False,-0.011612468377499033,False,False,-0.000297742979017549,False,False
38,0.841315391,10,0.0006442514190958268,0.003865561940352981,8.116116686132812e-05,0.0023672416201936065,0.0025398212690465943,0.0397076058123484,0.0005992567078938143,0.012474212047973533,-0.33991285689377904,False,False,-9.114457590542146e-05,False,False,-0.011388268496489617,False,False,-0.0002824326293654647,False,False
39,0.861321057,10,0.00025084015546687527,0.004166482511281434,5.351535248566182e-05,0.0014958960518312333,0.0022930228175236287,0.04002722069912177,0.0005693050788640306,0.010674483815102331,-0.3411189059524146,False,False,0.002165323976916183,False,False,-0.010285346326748943,False,False,-0.0005791582882291711,False,False
